data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD6_i	BXD6_ii	BXD8_i	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_i	BXD12_ii	BXD13_i	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Cep55	0.114063263	-0.118369702	-0.202195019	0.603239016	-0.531725431	0.959536913	0.971936327	0.899787109	0.514793475	0.271791992	0.552810639	0.467214397	-0.022605846	-0.295390648	0.560193131	-0.033218359	0.87983621	0.389835609	0.102146601	0.244679111	-0.165797702	-0.491759976	-0.911874556	0.404012761	-0.152287499	0.642718761	0.5030982	0.391082673	1.042650782	0.094728799	1.558107819	1.267172681	-0.011808162	-1.053056973	-0.186376258	-0.119560948	1.388621854	-0.039900773	0.331779496	-0.347119996	-0.10735873	-0.689057101	0.115952421	-0.161881849	0.35992322	0.678318877	0.049379295	0.456609503	0.649034324	0.398967678	0.494973258	-0.113553659	-0.208348089	-0.229291853	0.013864546	-0.382514453	0.139270279	-0.13577902	-0.143946415	-0.194527219	-0.536134012	-0.369793346	-0.084523413	-0.160297703	1.083823029	0.43559827	0.250560528	-0.015343647	0.116998213	0.137122044	-0.310230269	-0.411186442	0.021181209	0.569422645	0.668263054	1.076907948	0.286050295	1.096258544	0.033757172	0.1935178	0.206883001	0.034038718	0.010545974	-0.303428559	1.734794841	0.473524906
1190002H23Rik	-0.224200643	-0.459320785	-0.596174981	0.420242391	0.439834152	0.283629592	-0.727119425	0.635875689	1.490369886	0.876268576	-0.20449209	0.32648132	-0.163106794	0.125156195	0.19659119	-0.667772102	0.668841621	0.203986613	0.532915578	-0.103801904	0.160932059	-0.687154861	-0.091108069	0.288520932	0.655422006	0.737643682	-0.106685361	-0.11869506	-0.151135218	-0.904365048	-0.4909073	-0.765756229	-0.288849427	0.872334581	0.04344157	-0.760808437	-0.460930519	-0.224360706	-0.196509344	-0.208377362	-0.827837053	-0.270268513	-0.000940254	-0.006419025	0.528026114	0.194677564	-0.283443479	-1.054654127	-0.195547578	-0.443752862	0.309707883	-0.794255694	1.541367036	0.680640532	0.210485178	-0.26219308	-0.311588979	-1.180903945	0.125329664	0.286578062	-0.033966292	-0.084662093	-0.010865403	-0.572797584	0.62463143	-0.190568286	-0.809057937	-0.076471363	0.082632332	-0.4642536	-0.32474731	-0.981798453	-0.40337908	-0.01449673	0.741126815	1.07301959	-0.362878168	0.433631404	-0.779955989	-0.370595164	-0.28943296	1.309505838	-1.543255772	-0.329573805	1.342051703	0.683404518
Rdh10	0.08029326	-0.552902914	-0.41446849	-0.455261639	-0.175352272	0.462801596	0.160044766	0.55201348	0.952566515	0.252045232	-0.33376085	-0.001346378	0.267201552	0.498158474	0.140282434	0.276475248	-0.06160402	0.076678673	0.042952888	0.423269478	0.222225016	-0.701596654	0.339664212	0.499195425	-0.542533917	-0.321004422	0.447152922	-0.283790145	0.43101501	-0.251510065	0.382569211	0.522001191	-0.73663346	-0.254175576	-0.242399898	0.247228882	-0.155843285	0.407262948	0.548112083	0.405291509	0.322712809	0.145931981	-1.077993313	0.094421664	0.054277904	0.18324188	-0.166073154	0.322606131	0.458340027	-0.157939239	-0.1740874	-0.106522849	-0.0330453	0.37139345	0.119835434	0.479653463	0.126578921	-0.023871476	0.459604221	0.165629739	-0.350974167	0.177533959	0.360222651	-0.067114596	0.252225172	-0.000499541	-0.772416289	0.084357983	-0.18774087	-0.40829638	-0.222429877	-0.218324257	-0.27271275	-0.032159306	0.279101761	0.499922311	0.235610559	0.063109217	0.002025121	0.294136025	0.109389294	-0.03053014	-0.182717081	0.282299454	0.149846963	0.359436838
Lfng	-0.43873986	-0.44932439	-0.09885806	-0.39072489	-0.22229372	-0.57906353	-0.47979728	-0.491697	-0.7211281	-1.08172138	-0.71312262	-0.22005086	0.07366087	0.06092417	-0.90521518	-0.65487208	-0.664573136	-0.18868623	0.0203949	-0.24537251	-0.01089465	-0.25603266	0.08086026	-0.29338276	-0.08175935	-0.27899719	-0.02127298	-0.22293657	-0.85951444	-1.07087974	-0.39278836	-0.73796758	0.137358	-0.18870976	-0.2337839	-0.06077734	-0.85776151	-1.115476075	-0.20509444	-0.02672056	-0.43536377	-0.34470475	0.08815072	0.1012752	-0.30338534	-0.70822307	0.07104774	-0.5154492	-0.60370101	-0.76047391	-0.15249139	-0.06523779	-0.48870197	-0.10881347	-0.901542052	-0.654636342	-0.594609372	-0.334524342	-0.629724762	-0.544369462	-0.377598002	-0.550654732	-0.021590292	-0.288809712	-0.476416402	-0.646925732	-0.235732762	0.018762388	-0.324689552	-0.372456212	0.085709208	-0.312120752	-0.299927432	-0.003070172	-0.007436832	-0.398612342	0.071457128	-0.339415722	-0.274038012	-0.333175242	-0.002083872	-0.396836982	-0.161107222	-0.165818902	-0.646352792	0.048162768
Mrpl34	0.04675882	0.07990789	-0.01121641	0.03984212	-0.37826427	-0.11220131	0.37122028	-0.06011241	-0.69691345	-0.64748792	0.23686221	-0.08389093	0.22290331	0.14936377	0.69173705	0.28844746	-0.06741852	0.11224031	0.23777761	0.34756947	0.13188539	-0.47462258	-0.31039332	-0.21739176	-0.0707447	-0.14295731	0.16068071	0.04877892	-0.1424551	-0.3825943	0.20826456	-0.28371625	-0.63689397	-0.98506852	-0.1308979	-0.37018718	0.24094279	-0.20141952	0.39963765	0.06454779	0.22640762	-0.19476077	0.34974491	0.12616723	0.14084353	0.30630339	0.197611162	-0.285402758	0.166400392	0.039079692	0.087700342	0.049746542	-0.059530948	-0.292705768	0.247653849	-0.046683991	0.224037709	-0.197480641	-0.023839911	-0.083589101	-0.508240691	-0.458811001	0.410557619	0.013469889	0.360303919	0.193850159	-0.007301041	0.042029329	0.195020159	-0.528218911	0.149501029	-0.221716531	0.113462359	-0.089893121	-0.126020361	-8.08112E-05	0.149854209	-0.332076581	0.023445469	-0.152924391	0.081180899	-0.46953708	0.300990559	0.139912629	0.031202519	0.288367409
Chi3l1	0.562461097	0.663511558	0.647499165	0.210081443	0.366559506	0.50258671	1.179324585	1.388844668	1.645604546	0.951178753	-0.163835849	0.021373699	-0.01859082	0.60551413	1.162650248	1.769958942	-0.562552203	-1.102421717	0.829516747	0.48471343	0.96008801	0.722768973	0.396633023	-0.01558439	0.479990128	1.082719821	0.447598626	-0.305350031	-0.758318314	1.048195195	-0.451507718	0.432860688	-0.356597699	-0.4452948	0.874945189	0.38407975	-0.432700671	1.431856151	0.04400141	0.70938175	-0.37548341	1.03978122	0.25343258	0.36062553	-0.17992382	0.491206191	-0.612131165	-0.330896305	0.999467119	0.835902429	0.490957282	0.257060039	0.274732246	0.587023346	0.444486904	0.217407294	0.604897576	0.489819716	1.096035042	0.058594422	0.173774112	0.365411283	-0.23166496	0.476534732	-2.162636358	-0.463458962	0.902333026	0.325532924	0.0670432	1.008575966	0.321806947	0.742998901	0.051591212	-1.591613785	0.133032235	1.437354566	0.923158184	0.814139934	0.972124002	0.882701912	0.537831219	1.555248726	0.37229012	0.005324997	-0.871740133	0.079463975
Slc24a6	0.604521629	0.610520695	0.25796342	0.450655244	0.440875437	0.2808053	0.76663094	0.6361864	1.04575338	0.39507627	0.48854325	0.37908826	0.53828252	0.805217507	1.268919944	1.04069452	0.46143556	0.4663117	0.398272486	0.743193442	0.696692298	0.238592465	0.48384263	0.54691446	0.459665526	0.54945529	0.574046326	0.43078483	0.37432948	0.51942401	0.37363427	0.9440195	-0.15251168	0.33120604	0.413399934	0.577531414	0.661923452	0.5310968	0.785569347	0.452688115	0.67963277	0.535215348	0.365961206	0.461982703	0.6021433	0.22262623	0.808107057	0.580757792	0.416428532	0.308854702	0.62130065	0.341002452	0.667208934	0.414047142	0.494938844	0.233155284	0.726804594	0.347843714	0.806479898	0.424401077	0.626476384	0.569045344	0.465364034	0.247147614	0.591771374	0.406688264	0.280855704	0.164170214	0.648219494	0.467915594	0.613443141	0.583227425	0.589583064	-0.103192516	0.546409054	1.062031695	0.564614994	0.550239204	0.685736744	0.699122594	0.711556826	1.129802108	0.797996688	0.530474914	0.515693474	0.610560608
Cd72	0.617216794	0.616894058	-0.205647866	0.994669395	-1.355707887	0.103720502	0.512346509	1.687694269	-0.380857219	1.597541798	0.202686822	0.195960077	0.123356241	-0.640905564	0.131701659	-1.221446269	1.100271446	0.682297009	-0.243580531	0.218984318	-0.276566608	0.41021833	0.15419836	-0.281794793	0.045018701	0.717323697	0.816000788	0.061296507	-0.035491343	-0.405001457	0.125827223	0.490995974	1.302977863	0.179041939	0.363184214	0.400238156	-1.562468545	1.221471542	0.391505566	-0.555180127	0.928891795	0.160755424	-0.053700399	1.008880111	0.574348285	0.397823501	0.240798914	0.210303125	0.905964202	-0.02955086	0.611401324	0.180425457	-0.102302579	-0.049900159	-0.163053282	0.495699944	-0.202382744	1.245633624	0.058126841	0.415834283	0.269222662	0.036037072	0.823287955	0.376888235	-0.226967072	-0.106342702	0.183804811	0.3001899	0.254089324	0.125094525	-0.26600394	1.034692722	-0.551032669	-0.186094146	0.974064647	0.835329123	-0.226686931	-0.319499985	0.857741268	-0.225791888	0.230633702	0.825625812	-0.313642402	-0.566147467	-0.593643915	-0.271522387
Nfkbiz	2.645422053	2.164772396	2.709553611	1.903872437	2.641245567	1.051805729	1.302197684	1.581101639	2.12328881	2.844761963	0.664763015	0.968350862	0.615918345	1.21158566	0.963389597	1.214294378	1.419636369	0.972309101	1.563775903	1.071154503	1.567677588	3.160776538	2.844786836	1.882381734	2.203793365	2.047643065	1.54448529	1.377462286	1.464419396	2.832868877	1.212149068	1.943173476	2.704107786	3.314793235	2.522382808	1.779978599	0.904889989	2.293132528	0.607952641	0.967197837	0.720967025	2.017277387	0.799154906	0.710396869	0.827575347	1.393577004	0.977661474	1.424867306	1.552104996	1.478352398	1.861716955	1.437388524	2.015548657	1.899824873	1.737185467	1.336697585	0.98147484	1.073980878	2.416675627	2.11746077	1.944310329	1.854668634	0.700593218	1.091941976	0.564351335	1.116025828	1.717273087	1.534455069	1.569137152	1.964988274	1.915933854	1.789890045	0.8651883	0.486913096	1.511229231	1.750029203	1.356579755	2.453645821	2.1701941	2.286961647	2.15809118	2.835586121	1.024787465	1.140127519	1.310954462	1.32694544
Lyl1	0.171103549	0.212607991	0.254620252	-0.624284478	-0.711103338	0.026851738	0.731181112	0.165577632	0.237795494	-0.583654315	0.411309794	0.371581277	0.143139678	0.801834865	-0.291469371	0.389915443	0.102076286	-0.023343068	0.40609125	-0.033368926	0.419161064	0.116200016	0.014568838	-0.31027717	-0.048515963	-0.027716019	0.373392001	0.112520348	-0.409488345	0.210233211	0.232215854	0.599551226	-0.309425047	-0.580781979	0.208638111	0.233950287	0.163966382	0.710324887	-0.027538384	0.321013672	0.086654158	0.166827205	0.48302866	-0.282102886	0.218567371	0.505724689	-0.100141729	0.144214984	0.075298137	0.421437077	0.581353361	0.331072663	0.105291243	-0.533314616	0.429201469	0.134311932	0.606604386	-0.003474566	0.111786951	-0.507023083	0.053369028	-0.041122086	0.42297294	0.110739892	-0.19844192	0.128937644	0.431236539	-0.102423814	0.654350828	0.123230309	0.187545494	-0.124743604	0.370701645	-0.070368463	0.359727522	0.274596818	0.485719705	-0.152634182	0.789364842	0.112698035	0.547775364	0.268184352	0.738521538	0.037352259	-0.713731169	-0.229767397
Il1f6	0.725006569	1.969950101	2.796960064	0.80712885	2.091910848	-1.770748616	-0.165725396	0.880339347	2.233852625	2.708902908	0.268275164	1.6063362	0.369081166	-0.560735215	0.101954316	1.529005218	0.345165863	-1.021501721	0.910403338	0.016410122	1.981961918	0.175093705	3.147019134	-1.41107781	0.916674633	1.054358685	0.722891383	-0.502907433	-1.811059777	3.431025305	0.828128655	-0.152101813	0.348781552	0.943270488	-0.78040664	-0.544184497	-2.88439664	0.867834587	-0.028503075	0.614744875	-0.3930363	-0.215212511	0.86429119	0.34674975	-0.325753146	1.526315784	-0.87294504	-1.438437034	1.431849923	1.405124988	0.204512825	0.029439993	1.219975443	0.92244579	-0.474024723	1.387074982	-1.127700492	0.341626382	0.569157097	1.286760484	-0.492119352	0.617456657	-0.713936957	1.053727385	-0.950751348	0.439876984	0.302517645	-0.045338763	-0.253496097	0.858517203	0.796726363	1.505080994	1.09766733	-0.83658645	0.970521731	0.178919641	0.319126259	0.077197596	1.591163946	0.770665196	-3.205868621	1.14401099	0.001360137	1.291103798	1.014247881	0.255449413
Dtwd1	-0.179272813	0.16641689	0.141608236	0.432057759	0.496141592	1.761931985	0.23282398	0.125609473	-0.271993744	0.081689383	0.095210455	0.432853378	-0.92988578	0.485558438	-0.035549208	-0.334933233	0.415555191	-0.187511672	0.272501873	-0.190214983	-0.509891178	0.014916679	-0.063547852	0.186354043	0.376663719	0.351370978	0.155850791	0.028474027	-0.096461995	0.247207399	0.162547694	0.243594855	0.188557952	0.390729465	0.376022519	-0.303176397	0.540624948	0.27245547	-0.171330781	0.236233252	-0.12487946	0.049128092	0.391039076	0.304521515	-0.36639513	0.263281378	-0.072927119	-0.07207229	0.026083504	0.065239294	0.325403293	0.483023694	-0.19467802	0.168523357	0.895890335	0.309159129	0.096902693	0.475115959	-0.031876677	0.209316757	-0.111188768	-0.289316683	0.099346259	0.306692181	0.24923871	0.155782767	0.47393855	0.887800138	0.145546959	0.102539833	-0.018313369	0.094250055	0.364178003	-0.228090029	-0.150839114	-0.062529116	-0.023778613	0.067883689	-0.103199049	-0.022325143	-0.291239265	-0.37524515	-0.182887265	0.225632712	0.046428644	-0.336567488
Isg20	5.658091405	5.695859434	5.486507726	4.844950318	5.741402387	4.803132296	4.49012059	4.939974417	5.135134573	5.681392909	3.411469798	2.702497146	0.543521649	3.323787569	2.863599184	3.104056259	3.696841301	4.053224174	4.743837951	2.927757121	3.934982993	6.281272648	5.687750852	4.608512918	5.490947235	5.952312159	4.071723665	4.660322918	3.97298777	6.016332746	2.674730979	3.0825004	6.504259784	6.472542747	5.652854425	4.73364848	2.867984006	4.818187227	2.26739187	2.667856212	2.952844113	4.317092343	3.475616081	3.296563993	4.308118954	5.143288682	3.450067996	3.6499393	3.898665269	3.838667324	4.575761704	3.505403922	5.111136799	5.10028172	4.27870383	3.873653713	2.594543627	2.671695397	4.880907387	4.10958775	4.796459645	4.074744449	2.195167951	2.421869532	3.648590721	3.736426933	5.31111359	4.275358056	4.623428344	5.074972067	4.464210804	4.568497977	3.605480556	2.00703114	4.004249956	4.491015926	3.700552231	4.726213442	4.400274069	4.434996125	4.714272809	5.808058014	3.842731707	3.791445194	4.177136379	3.924371634
Slc35a3	0.07608606	0.24910417	0.0594319	0.381620731	0.34293913	0.36894484	0.09930031	0.4488255	0.53210789	0.42466549	-0.0898126	0.11301858	-0.075802147	0.08213587	0.16793743	0.24416086	0.29186565	-0.03809096	0.22215693	0.278668049	0.263708587	0.14468761	0.395620617	0.42709471	0.04350724	0.32972792	0.12365581	0.0190985	0.21642096	0.30537927	0.27660947	0.28315045	0.16366662	0.36299239	0.19930091	-0.07667958	0.05669102	0.15063618	0.11150151	0.388791123	-0.05125079	0.04200504	0.12321285	0.18745958	0.00247493	-0.07016858	0.017578522	-0.117141188	0.112894192	0.101242572	0.063396442	0.175685218	0.534411072	0.410967582	0.099019991	0.110674711	0.020884871	0.145837541	0.096454401	0.209759081	0.159728921	0.177880851	-0.096023509	-0.054290519	0.152908561	0.144315011	0.077655881	0.190495951	0.072315941	0.092555341	-0.015028119	0.213240431	0.008985601	0.124041404	0.266162861	0.414500961	0.002366411	0.299212691	0.076059431	0.324937601	0.127562481	0.487508075	0.065693431	0.113595611	0.390293821	0.308944311
Adcy7	0.16096197	0.71050263	0.26269109	0.81214692	0.02223678	0.3733623	0.54277508	0.64758297	0.81510285	0.29156948	0.09404746	0.15294554	0.44112064	0.47968984	0.80639447	0.64795409	0.17319436	0.0608558	0.02362397	0.20970963	-0.13763294	0.34772545	0.13455991	0.47291865	0.43402788	0.51702505	0.51865833	0.44664963	0.15897946	0.44603528	0.28920584	0.54185122	-0.26191491	-0.2004082	0.27332794	0.5579959	0.67069169	0.68129908	0.28991623	0.10293549	0.45904498	0.18719682	0.47529185	0.86652264	0.54319588	0.07700336	0.482914981	0.622477561	0.331535821	0.273899751	0.476320251	0.268866921	0.100640571	0.117159541	0.439576272	0.287117702	0.384317912	0.442246082	0.360921762	0.140502912	0.602130152	0.545930222	0.067684872	0.287603192	0.127059272	0.427487162	0.368845142	0.438898052	0.445431722	0.854425352	-0.136887238	0.284834712	0.097649292	-0.052070188	0.067143472	0.830188782	0.231710692	0.493488962	0.149578222	0.237163532	-0.031363178	0.458006152	0.216605092	0.549752462	0.890180692	0.374118022
Pigx	-0.25269391	0.50418699	0.39002761	0.28091445	0.16235413	-0.03557853	0.384580627	0.122889186	0.239426132	-0.06607449	0.34517931	0.29847231	0.2333253	0.28681092	0.10764222	0.5562362	0.09715407	-0.06582875	0.3993055	-0.17033522	0.1071698	0.0877418	-0.15679835	0.1948286	0.01723818	0.11224448	0.18790781	0.02019805	-0.14433631	0.163925379	0.02656827	0.18991825	-0.44227467	-0.42410058	0.21736182	-0.4520663	0.14670599	0.13350408	0.08293138	0.333138365	-0.14791839	0.21820352	0.33747096	0.29366907	0.20194515	-0.35386641	0.363129108	-0.759390922	-0.041160942	0.287374738	0.09904295	0.407111722	0.172030908	0.158129948	0.16639014	0.20659369	0.23216256	0.295272952	-0.2373491	0.02601071	0.33707344	-0.08875103	0.27809648	0.27349164	0.129137202	-0.10842614	0.409916844	0.375148992	0.12886612	0.43476033	-0.00227549	0.16467651	0.27661192	0.06104641	0.00293624	0.00390873	0.10697413	-0.21575105	0.09063717	-0.02735473	-0.21589571	-0.30586598	-0.26557142	0.25798901	0.120522501	0.18948762
Areg	0.440439001	0.217042963	-0.39003845	-0.215591227	-1.10073423	-0.896279498	-2.165725396	-0.271663747	1.596422705	1.012579297	-1.053652931	0.6063362	-0.090350453	1.176230379	-2.483008185	0.513063673	-1.16940731	-2.506928548	-0.560388142	0.530983295	-0.49196927	0.608053111	2.147019134	-0.603722888	0.281086059	1.717323697	-0.677039224	-1.180979338	-1.074094182	1.513487465	-0.25486071	0.046802256	-0.388184042	0.902628503	0.21959336	-2.866112591	2.022493955	0.328386746	-0.53254558	1.199707376	-0.223111298	-1.12774967	1.044863435	0.968238127	-1.396142474	-3.217845311	-1.801610472	-2.393097674	0.008909762	1.994784864	-0.472472957	0.274451698	1.909170993	-0.722359588	-0.449156516	1.632502453	-0.705584099	0.382436133	-1.197388073	-0.032325709	0.927977873	0.921300814	-0.550871455	2.080731336	-2.634834358	-0.808819882	-1.122336177	-0.613944556	-0.863922066	-0.875606491	-1.076734011	-0.179002017	0.015620333	-0.340097215	0.578372075	-0.365233107	-0.969371615	0.644076159	0.994543776	1.026487837	-1.059264206	0.112121253	0.042169888	0.524558627	-0.304838313	-0.71968238
Daxx	3.14563579	3.806854859	3.8354065	3.272330817	4.085336681	2.448324036	2.471130094	2.603302084	2.888264827	3.8864267	2.306243018	2.009238376	0.655603925	1.880774499	2.184559594	2.575415682	2.164139865	1.955414666	2.629121251	1.766881572	2.335393202	3.828834478	3.779174115	2.202061892	3.428183898	3.625315771	2.381918866	2.607065409	2.710560896	3.790533961	1.92280535	2.093205005	3.710382261	4.091169179	3.422695672	2.660635295	1.929862979	3.071613724	1.908653115	1.766054199	1.856288051	2.807209661	2.061936948	2.332178284	2.565151742	2.82160875	2.158796904	2.376025088	2.599342998	2.527112408	2.802003691	2.18276774	2.983310826	3.125782562	2.762044761	2.683136477	2.174347857	2.288161544	2.782051107	2.65823094	3.008827961	2.720959397	1.825743026	2.277128314	2.097359739	2.384567898	3.45089803	3.04652455	2.706383999	2.908954466	2.659685332	2.910400689	2.597978314	1.358675921	2.141934877	2.622915031	2.206772469	2.90188296	2.761880711	2.67129633	2.468515869	3.404556091	2.298522799	2.192149561	2.611600575	2.200927778
Exosc5	-0.681662603	-0.654640613	-0.45186004	-0.736799041	-0.48562782	-0.926026841	-0.10581048	-0.321422787	-0.468777064	-0.830710611	0.07187795	0.02796578	-0.03906994	0.35948571	-0.527301674	-0.44370583	-0.377869511	-0.3411031	-0.19188819	-0.393791611	-0.13563624	-1.415701237	-0.751834143	-0.828789444	-0.584258572	-0.970579689	-0.15358176	-0.52952618	-0.672371609	-0.48800215	-0.536315056	-0.17523694	-0.628287407	-0.42349507	-0.716221948	-1.011046317	0.04150207	-0.24830659	-0.426349128	0.20407257	-0.310423164	-0.316830095	0.07509735	-0.555694147	-0.393531262	0.02808483	-0.20129763	-0.761675131	-0.266300717	-0.42661038	-0.14332513	-0.02696682	-0.558726519	-0.732402293	-0.231108607	-0.422907867	-0.086628207	-0.188204067	-0.372578291	-0.679151131	-0.920412762	-1.081447892	0.009771923	-0.289475927	0.015319813	-0.399533517	-0.334143177	-0.352209697	-0.259496567	-0.678231437	-0.346795614	-0.863238666	-0.193617577	-0.244758519	-0.268425698	-0.386813162	-0.043049577	-0.620134345	-0.248442449	-0.539647397	-0.355007137	-1.227242484	-0.050525197	-0.219779194	-0.366060752	-0.466598308
Il7r	0.50183955	0.42918032	0.2976026	0.40574779	0.40993855	0.2155842	-0.021387	0.4729678	1.18932295	1.09977458	-0.00042282	-0.24813228	0.24913602	-0.01499403	-0.27442493	-0.93745218	0.54376097	0.49195402	-0.16301242	0.7432729	0.41909143	0.67562264	0.7672072	0.28329465	0.47813205	0.50835985	0.17030325	0.3845354	0.42088695	1.217931455	-0.34967836	0.60818486	0.80130524	2.096516748	0.46969743	0.27185267	0.33085235	0.76014039	0.47495195	-0.06553612	0.47536359	0.37188931	-0.27635803	-0.04146558	0.34361437	-0.04145696	0.530553152	0.564359932	0.412589552	-0.112919318	0.359918912	-0.114028708	0.795533072	0.387356162	0.620886249	0.070884449	0.349996879	-0.086610251	0.739112669	1.336075108	0.827991889	0.741652449	0.150452909	0.034597719	0.042497209	0.002566979	0.252501049	0.045021129	0.635856419	0.169175909	0.443081099	0.345209099	0.275520059	-0.274905751	0.239483839	0.706953349	0.115716359	0.231802629	0.989474519	0.478273229	0.395101449	0.826266049	0.194984109	-0.151420021	0.285492239	0.292826769
Ctnnb1	0.27674873	0.57670717	0.40928645	0.4698693	0.3985053	0.51329509	0.26806526	0.45362237	0.30003096	0.14752638	0.27132237	0.07465586	0.12590124	0.12451534	1.27682029	0.63265999	-0.15525423	-0.06415508	0.35225129	0.26085033	0.11731595	0.48676422	0.39884249	0.44255542	0.26735079	0.51972046	0.07030074	0.38552365	0.20513339	0.16249002	0.18831268	0.03137637	-0.53163018	-0.07556933	0.29627368	0.4540083	0.37106381	0.42268376	0.19606691	0.23097884	0.06827585	0.23334418	0.40931003	0.43611307	0.19480084	0.41204856	0.124187406	0.612674956	0.001543366	0.221071056	0.158103286	0.286596556	0.271988966	0.421391856	0.205714114	0.327598314	0.187269834	0.176243694	0.201157534	0.459684024	0.778066874	0.764602674	-0.335160546	0.333954364	0.179707184	0.488679924	0.139479684	0.304979974	0.106346944	0.954591184	-0.092682216	0.236286544	0.007832504	0.165010254	0.009524844	0.318990734	0.024256244	0.265828134	0.192717904	0.215268864	0.131355994	0.574211644	0.246513804	0.199576344	0.236645214	0.420775654
Eps8	-0.9679257	-0.552235632	0.086909403	-0.601410012	-0.352380657	-1.381706325	-0.955913035	-2.19516326	-1.979494656	-1.947919174	-1.11798757	-0.09654487	-0.339029565	0.07126082	-0.922191776	-0.353770695	-1.531228132	-0.813538698	-0.001279679	-1.16239303	-0.58291143	-0.408436841	-0.839305929	-1.980443455	-0.433152154	-0.723497828	-0.04339829	-0.349680163	-1.390680932	-2.456499961	-0.735259282	-0.789892001	-0.599836964	-1.254950324	-0.606387224	-0.241485873	-0.5451213	-1.99568043	-0.650886506	0.074176494	-0.565009036	-0.748070345	0.189663842	0.053068967	-1.128580085	-1.231356845	0.154310141	-0.558598055	-1.201504573	-0.922361006	-0.788753282	-1.375038767	-0.30745465	-0.781423596	-1.35971403	-1.144319483	-1.048566455	-0.785700505	-1.55456493	-1.451749286	-0.706106494	-1.093825151	-0.631349577	-0.379220825	-1.39284103	-1.855994623	-0.506281146	-0.083670019	-0.597919993	-0.692917259	-0.756706234	-0.833291817	3.368188669	0.820674421	0.646041639	-1.70047651	1.290865125	-1.192913474	-1.196439984	-1.59020991	1.378805922	-1.71946594	0.237730824	-0.327567828	-1.030843947	-0.999124639
Bub1	-0.623468679	-0.041618311	-0.12378938	0.526661076	-0.843668926	0.237920773	0.810842846	0.557224337	0.283335098	-0.222834066	-0.03409066	0.09698703	-0.191113429	-0.917636549	0.671301199	0.14604769	0.469775582	-0.419721601	-0.00070629	-0.573534409	-1.084178913	-0.339299481	-1.237529319	-0.501441837	-0.333385683	0.553968629	0.14479102	0.328484855	0.325806936	-0.289921352	1.035820979	0.8447761	-0.733289581	-1.260966253	-0.227312509	-0.014814322	1.231627152	-0.42039335	-0.318539511	-0.401933865	-0.312116304	-0.593173187	0.32166046	0.077444393	-0.059142819	0.32883506	-0.141735169	-0.159792377	0.253082614	0.027650564	-0.019347283	-0.31489388	-0.478230793	0.000151967	-0.163531184	-0.337625194	-0.247998535	-0.101519856	-0.716796238	-0.681355245	-0.204657918	-0.320449211	-0.393740076	-0.213467874	0.321629761	0.259940326	0.251476806	0.087132644	-0.131453756	0.542354852	-0.73966039	-0.498664393	-0.276942084	0.021361507	-0.152753973	0.207633192	-0.106635304	0.933725802	-0.166237721	-0.03338399	-0.417216387	-0.174611367	-0.384206383	-0.64923094	0.823560675	-0.269665618
Il15ra	2.169039032	2.479105526	3.025176338	1.685463144	2.3328847	2.534173058	1.838797161	2.233639301	2.228789542	2.955995769	1.617228595	0.835449588	0.757646456	0.6860734	0.419778012	0.850854323	1.679932265	1.517987113	1.71792098	0.94275308	1.141125731	3.144528735	2.494152572	1.70613237	2.399083273	2.871785579	1.782938762	1.943810755	2.252480277	3.169469427	1.364296494	1.452874307	3.594959586	3.836340593	2.241708929	1.927002964	1.263225968	2.046991735	0.989958647	0.99057629	1.330632471	1.203131451	1.521547485	1.084493448	1.896639279	2.263281375	1.366643994	1.652334632	1.625145703	1.851377314	1.83192669	1.404410486	2.464362686	2.075978871	2.392259961	1.941536286	1.593735607	1.336760336	1.76602008	2.394439797	2.574367938	2.421837416	1.107325677	1.405162742	1.814870445	1.715012391	2.690559125	2.134029897	1.933666723	2.53326819	1.713659398	1.939647565	1.336469539	0.532227654	1.178577191	1.784452866	1.588068336	2.199813703	1.977950759	1.667123019	1.595218184	1.900678145	1.449140379	1.235127487	1.521414962	1.114736953
