data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD6_i	BXD6_ii	BXD8_i	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_i	BXD12_ii	BXD13_i	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Ereg	0.66199677	0.772010723	2.075936014	0.696945932	1.038668827	0.712529745	0.348847777	0.577776577	2.959929904	1.813675229	0.853237665	0.021373699	-0.282995531	0.176230379	1.008844911	0.796856639	-0.339332311	-0.519001381	1.005465536	0.963942703	-0.098958077	0.825151233	0.18354501	0.088154817	0.734804027	0.658430008	0.20831821	0.349535378	0.358865224	2.476012759	0.274193049	1.451065284	0.533206123	1.319646366	1.679024979	0.040778004	-0.462932872	0.858901463	0.145526325	-0.648289531	0.218398413	0.844053439	-0.21817097	0.380135918	0.648251646	0.212655305	-0.335536713	0.236474817	1.30505852	0.179572514	1.056962862	0.689244953	0.638279158	0.498953938	1.32852359	2.157201817	0.080607506	-0.542459225	0.215586208	1.350901229	0.60071143	0.345499534	0.31778231	-0.368097087	-0.33406958	0.366414014	0.363984255	0.996675485	-0.109910866	0.545588298	0.850813443	0.896696205	0.959109332	0.520336044	0.459098672	0.474851506	-0.611679769	0.521992846	0.75216623	0.209201455	0.777135361	1.721529702	0.136827328	-1.082815736	0.359674736	0.357558008
Syngr1	0.009212263	0.21982559	-0.35784143	-0.250356644	0.210301044	0.1892084	0.19759161	-0.02557559	0.0664743	-0.4198822	0.30478198	-0.05590085	-0.135674443	0.29590061	0.36034591	-0.55663351	-0.00213344	0.09297812	0.33878749	0.472089606	0.250014399	-0.359741603	-0.097654735	-0.24423363	0.16074438	-0.03868435	0.15191922	0.12462895	-0.28563922	-0.29386746	-0.22318975	-0.0480679	0.03137619	0.93003045	-0.05065454	-0.72131218	0.17327907	-0.02913559	0.25708716	0.35282409	-0.08404726	-0.264599287	0.117177639	-0.107286236	0.28312198	-0.03079874	0.261695384	-0.537490436	-0.100443486	0.044798714	0.227805924	0.080674344	0.106099859	0.121224894	0.342355642	-0.018658548	0.251723162	0.002005232	0.42747647	0.297966836	0.138373723	-0.186873299	0.283227912	-0.126037938	0.427044202	-0.060496438	0.090739612	-0.167529128	0.369619612	-0.310069078	0.038898912	-0.159540068	0.131204312	-0.251559778	0.008647922	0.534416674	0.036152872	-0.267210568	-0.223683598	-0.019324568	0.196430462	0.059195173	0.097149762	-0.186843688	-0.275714088	-0.144939318
C5ar1	-0.32129527	-0.146430775	-0.343981871	-0.597620342	-0.71687839	-0.555553808	0.10695918	0.359148295	0.064577633	0.217019049	-0.083036737	-0.449391948	-0.15863519	-0.534263	-1.701855032	-0.871563323	-0.962956432	-0.88008846	-0.35845092	-0.45686977	-0.73405076	0.135074961	-0.431684374	-0.457249925	-0.411668176	0.02828874	-0.435853288	-0.903745802	-1.026788471	-0.184253104	-0.2461259	-0.2038439	1.580814562	0.075503199	-0.2542925	-0.27419254	-0.911802797	0.434633638	-0.5216982	-0.45108486	-1.02947858	-0.05699301	-0.19292728	-0.19487692	-0.863647393	-0.099934926	-0.792698668	-0.59003792	-0.143254579	0.104453305	-0.619648068	-0.063789398	-0.799673552	-0.19473947	-0.516728171	-0.43517544	-0.47054729	-0.04632246	-0.373680636	-0.935445471	0.010105841	-0.24850053	-0.461603821	-0.192169434	-0.813515766	-0.077835177	-0.556721052	-0.362952072	-0.754633446	0.307972603	-0.95008182	-0.78183456	-0.674247599	-0.38972584	0.2677556	-0.26162863	-0.407679781	-0.25312272	-0.2239096	-0.528543218	-0.528076142	0.477630278	-0.325399033	-0.709865861	-0.811475159	-0.925744438
Ppfibp2	-0.160180898	-0.122137297	-0.226651434	-0.294101211	-0.287508416	-0.402123282	0.032500715	-0.12238118	-0.117105768	-0.200970271	-0.155785716	-0.222779242	0.05842255	-0.102070783	-0.495286515	-0.749894902	-0.344904105	-0.258359505	-0.27812426	0.24210051	-0.366285875	-0.03092033	0.18046562	0.10399448	0.06734366	-0.13797669	-0.097683643	-0.263005245	-0.202510456	-0.092873073	-0.020559884	-0.249845514	0.156577733	0.186297755	-0.330805889	-0.179187679	0.022493955	-0.058164832	0.031288612	-0.198169572	-0.07414546	-0.392541609	-0.354492442	-0.22043745	-0.49101234	-0.331363672	-0.181423484	0.292058555	-0.26589597	-0.066984551	-0.33567996	-0.142226867	-0.332868751	-0.240811696	-0.35409244	-0.261004109	-0.101590496	-0.228992295	-0.310829148	-0.041268878	0.473771614	0.076849891	-0.286366003	-0.08723222	-0.384060245	-0.111719793	-0.156114236	-0.079497077	0.008400243	0.109317894	-0.371797084	-0.097398156	-0.161343436	-0.224657062	-0.415271198	-0.325595606	-0.070158727	-0.449809558	0.424053694	0.026227604	0.155768324	0.258942704	-0.133034066	-0.430613718	-0.318724023	-0.332169422
Ptpn22	-0.728903818	-0.338721898	-0.570055921	0.12180029	-0.576467661	-0.936596953	-0.256873284	-1.022843201	-0.768927671	-0.695738894	-0.592204967	-0.196915011	-0.06719273	0.150974678	-1.168368745	-0.952737699	-0.07035994	-0.244118879	-0.12526693	-0.301067419	-0.160881177	-0.40247862	-0.140811182	-0.437496158	-0.611645265	-0.549668722	-0.156394751	-0.470908971	-0.397065064	-1.026114503	-0.205917586	0.356791326	0.42844508	-0.638252929	-0.505296514	0.217074011	0.294496825	-0.536352657	0.097740911	-0.304636665	0.07735949	-0.646806329	-0.253436304	0.00957266	-0.519791459	-0.657548408	-0.150517541	-0.007317146	-0.523395998	-0.074015135	-0.454336787	-0.306922442	-0.616384477	-0.376785031	-0.345275606	-0.311868811	-0.241449866	0.229324036	-0.577988532	-0.559138854	-0.484723986	-0.624467548	0.161816154	-0.125358473	-0.831973537	-0.699718028	-0.495105509	0.173079248	-0.343974698	-0.056863606	-0.406677043	-0.236033418	0.029784837	-0.401525456	-0.727471982	-0.471982983	0.136190833	-0.612129644	-0.047766806	-0.47781354	-0.209545164	-0.930403088	-0.024485304	-0.055179624	0.189944077	-0.401043824
Ftsj3	-0.658847066	-0.848921105	-0.50535327	-0.444962572	-0.779769506	-0.903439285	-0.717088451	-0.379366238	-0.369504565	-0.784624422	-0.32170643	-0.18721293	-0.10367798	-0.09238506	-0.594637675	-0.50846949	-0.35134769	-0.57901617	-0.35870092	-0.486765375	-0.459688556	-1.037803799	-0.666004538	-0.696832295	-0.63479609	-0.915790426	-0.28948822	-0.4182418	-0.713837969	-0.589245183	-0.47694534	-0.3840371	-0.84336458	-0.817579093	-0.667490226	-0.33382463	-0.23617526	-0.27050408	-0.385145347	-0.06332703	-0.605302093	-0.542896597	-0.25455602	-0.26773601	-0.73392474	-0.36801017	-0.300513679	-0.266932303	-0.437675989	-0.609033049	-0.444468349	-0.282747869	-0.755843398	-0.768786426	-0.339472102	-0.571801521	-0.333652751	-0.238209758	-0.630142439	-0.700377303	-0.734204795	-1.022452102	0.046203484	-0.236080766	-0.091593466	-0.296750396	-0.439851476	-0.153170936	-0.188722286	-0.659823539	-0.616995812	-0.872748297	-0.626967126	0.169227736	-0.442139249	-0.517551916	-0.382200356	-0.727808292	-0.576970448	-0.754731781	-0.628795276	-0.991425516	-0.71571917	-0.408763456	-0.431853196	-0.393977256
Map4k3	0.670306542	1.057412944	1.130106916	0.825050759	0.947520939	-0.12473143	0.974125887	0.92738218	1.352701778	1.070953008	0.366564807	0.337053646	0.307869429	0.349766634	0.741570891	0.464302567	0.48858882	0.27925235	0.553039899	0.160062546	0.683820073	0.357475411	0.714826916	0.206882574	0.710979163	1.023719933	0.728175982	0.773932774	0.37541307	1.400979494	-0.323622549	0.852507442	0.46223269	0.953681538	0.768690408	0.47868997	0.581810192	1.467856815	0.32859243	0.047929721	0.322014518	0.75385563	0.459357649	0.321470341	0.07912774	0.878917904	0.43693965	0.469444321	0.797517018	0.650322884	0.692657355	0.210496738	0.832318835	0.324828642	0.881275924	0.2316337	0.810643413	0.172036372	0.814558024	0.530081121	0.120634941	0.402962421	0.829153391	0.32995052	0.088490668	0.320622941	0.818914667	0.167571017	0.635549043	-0.070432739	0.533966235	0.316936216	0.717072569	0.099455912	1.079617117	0.887700925	0.84270604	0.591359928	0.941443478	0.675122895	0.545464181	0.878210374	0.574215019	0.283276395	0.482649001	0.034838087
Rasgrp1	1.02093422	0.945813191	1.153398328	0.59653583	0.9652131	0.219990191	-0.004789177	0.043449526	0.42335115	0.86067931	-0.130614912	-0.203332588	0.29043748	-0.18442154	-0.613077602	-0.31069237	-0.106397512	0.594404484	0.514175004	0.12783884	0.47504544	0.51881596	0.35531521	0.61595515	0.770628996	0.93452133	0.290051061	0.332387315	0.21521955	0.975830674	-0.341002567	-0.348164693	2.00088589	1.21360339	0.627663314	0.912272926	-0.010186743	0.213794697	0.40021754	0.41893945	0.29793249	0.70201319	0.48840259	0.44555201	0.09056732	0.084824743	0.581910211	0.320712802	0.465310231	0.10801579	0.62129599	-0.101452974	0.526137576	0.495819116	0.680794666	0.071424491	0.017241458	0.133795948	0.401791117	0.104671412	0.660197167	0.670008087	0.158980739	-0.001683874	0.345673972	-0.002846062	0.770747121	0.394482295	0.541460315	-0.058519248	0.848920518	0.676986717	0.006910588	-0.290095167	0.810818973	0.813278187	0.355239193	0.751285245	0.029939237	0.362307457	0.507890517	0.496758207	0.171929327	0.337028887	0.308459987	0.651283157
Itpr1	2.180681731	2.394182805	1.98759493	2.363348966	2.180484123	2.076574364	1.634146948	2.202672632	2.180508987	1.885005665	1.613771734	1.02102143	0.402689557	1.02245819	0.862435834	0.828938049	2.582914701	2.119045307	1.108507359	0.715438082	1.309660574	1.904124409	1.736216144	1.697679809	2.057234861	2.421740594	1.793879713	1.869828066	2.288806754	2.513487461	1.782770734	1.801092796	2.758020117	2.780037253	2.347301495	2.392695415	1.806313362	2.338579845	1.24153893	1.012586761	1.768219108	1.592248096	1.535810602	1.555794403	2.730515076	2.663731343	1.45046928	1.9067382	1.890491224	1.746243353	1.715750927	1.620726068	2.247332089	1.733485965	2.436728821	1.952433682	1.422769344	1.336382523	1.9616795	1.410828545	2.150832338	1.705844253	1.466365043	1.090230532	2.409874628	2.094900433	1.967430583	1.419659567	1.866064849	1.525115471	1.592562885	1.83731089	1.560907996	1.429254603	2.084709332	1.739742922	1.504881925	1.805429562	1.578967668	1.714796621	1.186020108	1.851341048	1.7717922	1.572504393	2.947515761	2.038620215
Usp9x	0.42893851	0.94120472	0.87257156	0.46999717	0.55298592	0.64395734	0.44540266	0.21397348	0.33069212	0.53441944	0.27026015	0.15826744	-0.01871688	0.05537599	0.43870077	0.39688933	-0.01239411	0.10353182	0.34054926	0.07698586	0.11600988	1.04246464	0.60840862	0.37987232	0.67471562	0.68138718	0.28947535	0.50819939	0.36362413	0.66369333	0.16894475	0.20015962	0.32925438	0.52131816	0.48835438	0.63378087	0.41123899	0.4639525	-0.02063086	0.35341679	0.27886744	0.39587405	0.49296669	0.38238591	0.32679924	0.39180843	0.275717405	0.600540765	0.232654845	0.306838225	0.387107245	0.182328825	0.562628775	0.392061175	0.679416084	0.407596554	0.525613374	0.307201204	0.438789834	0.401754754	1.169627204	0.813401094	-0.077757356	0.410746304	0.316715334	0.389223944	0.742842594	0.487961884	0.346922484	1.014907794	0.257848354	0.397650654	0.220356754	-0.080961526	0.139711564	0.129182214	0.228564394	0.226834044	0.468476544	0.213464544	0.188983814	0.359670814	0.203908194	0.118819184	0.192363734	0.111563964
Plod2	2.162137838	2.242743472	1.98282661	1.995432382	2.127217717	1.212244959	1.98860275	2.44258177	1.485391392	2.642629688	0.683312664	1.328802223	-0.253849185	0.631909863	0.423882411	0.432893325	0.885040475	1.941972403	0.375648799	0.272064998	1.159604833	3.023090611	2.147019134	2.551555337	1.910442679	2.96018022	1.15585079	2.041413083	-0.530951858	1.644731997	-0.073944924	1.722367306	2.840634649	3.425663254	3.387350525	1.915247122	-1.562468546	1.99907912	0.601205809	2.315184594	1.381404001	1.486191898	0.555825354	0.912450348	0.922174368	1.87333486	0.835459885	1.33993045	1.450889103	0.612335771	1.58565054	0.906502174	2.159705914	2.169813699	1.664833817	0.950369719	0.877891517	1.815086847	1.698798657	2.570943776	2.205350362	2.197906116	0.381852861	0.706027128	1.31739021	0.408681151	1.616321444	0.876421656	0.983766148	1.039195919	1.226633686	1.519950817	1.278346046	0.887234591	0.794862321	1.700635275	1.127545204	2.623008905	1.771842661	1.206903197	1.112313618	2.395431298	0.360037154	-0.347645241	1.81349749	2.361292895
Smox	0.962753237	1.511410963	1.254755773	0.693881801	0.629470479	0.969969113	1.129051093	0.817708358	0.752351501	0.613992934	0.68255315	-0.154736011	0.103918368	0.046253592	0.496813933	0.558815015	0.278866519	0.141728628	0.67210487	0.327401415	0.119174606	1.231012549	0.860024829	0.682135952	0.613198848	0.975359587	0.700171307	0.785073329	0.333861218	1.406488755	0.103869348	0.908860156	1.08406077	0.925015078	0.753728393	0.669162785	0.545059919	1.553760149	0.389451908	0.189992221	0.830386251	0.561520442	0.949343512	0.567021122	0.378508283	0.796562529	0.077903998	0.89427835	0.3838898	0.622631761	0.946814127	0.721090954	0.848460725	0.513919608	1.235451286	0.716238089	0.958298587	0.306798618	0.875990973	0.188084836	1.509439056	1.184272493	0.133728157	0.169935975	0.545090069	0.74613274	1.145391683	0.725395952	0.869742383	1.157238517	0.287877368	0.396035599	0.647971454	-0.546913577	0.525714079	0.517762504	0.8794205	0.406234173	1.235226023	0.591809433	0.662348299	0.437762041	0.836256869	-0.008701238	0.225777843	0.150483789
Apbb3	-0.020179533	-0.343127077	0.178957301	0.202821	-0.661849989	-0.227485406	0.168275532	0.663683294	0.970365183	-0.518150891	-0.343159548	0.185717668	0.866580826	0.13183626	-0.077705121	-0.122068424	0.054425646	0.015210058	-0.001951936	0.248049332	0.185757121	-0.191688626	-0.437943367	0.37515382	-0.190982385	-0.511494993	0.915333822	0.143642865	-0.021479556	-0.027531689	0.1150889	0.736657964	0.245547931	-0.548582609	0.145592779	0.102178549	0.351116703	0.347002424	0.493685961	0.380279621	0.443464969	0.116501261	0.111911255	0.424355255	0.552568298	0.444197163	0.3370048	0.655692049	0.278902173	0.047185842	0.064920201	0.049021266	-0.23607379	-0.124065674	0.06781013	0.012348642	0.188969751	0.166046556	0.03059316	-0.22902628	0.259604061	-0.031315253	0.536460691	0.193154465	0.161858006	0.447702342	-0.444122857	0.065830056	0.364473201	-0.117594303	0.124191529	0.043492647	-0.014105766	-0.060012137	0.413076278	0.828053482	0.518502746	0.307507921	0.323821142	0.069425865	-0.285782676	-0.167471735	-0.054589245	0.264769094	0.236399274	0.113771191
Tgfbr1	-0.14235232	-0.14371537	-0.54402837	-0.30958918	-0.55392233	0.06215711	0.1516318	0.23093792	0.24139142	-0.21573809	0.1756849	-0.00022409	-0.2130827	-0.39930271	0.64349875	-0.08637317	-0.06256501	-0.15235585	-0.20129936	-0.09243466	-0.2716859	-0.79180607	-0.44646744	0.07553458	-0.28308214	-0.52252377	-0.06709761	0.139736	-0.23427853	-0.20179899	-0.06567831	-0.19907821	-1.24488935	-0.50756372	-0.5722235	-0.23851953	0.13435269	0.11204493	-0.15689654	-0.21465957	-0.16118034	-0.35422418	-0.50684667	-0.1711183	0.04952045	-0.37653252	-0.125950848	0.086549202	-0.133304078	-0.207661098	-0.189801448	0.042770362	-0.604150238	-0.450419868	0.063249811	0.025379361	0.009122541	-0.082876259	-0.277791489	-0.162678289	-0.335312409	-0.299799709	-0.074666949	0.051409881	0.220890931	0.138771821	-0.339122399	-0.241895599	0.037584621	-0.105810379	-0.609511329	-0.405881199	-0.260932809	0.036104501	-0.397604949	-0.216081429	-0.156840549	-0.342802779	-0.379869389	-0.274411189	-0.359824499	-0.729693749	-0.285376739	-0.251441969	-0.286972049	-0.209880379
Zbtb46	0.178250071	0.19249068	0.55956548	0.459044968	0.216145528	0.659536657	0.230064219	0.386631962	0.884985459	0.427069388	-0.332188431	-0.171539414	0.36433285	0.03387745	-1.085277266	-1.148350887	0.848080118	0.407650308	-0.177934481	0.179348693	0.167770812	0.55594927	0.638205972	0.923098574	0.531223471	0.314460912	0.221235712	0.034639854	-0.134174787	0.388300778	0.182945562	0.72777211	1.056854595	1.161694007	0.116737916	-0.02005414	0.395952351	0.430924907	0.444734345	0.494450641	0.388653738	0.175177464	-0.088323409	0.155169553	0.417570746	0.07361196	0.700959001	0.131862493	0.432741501	0.023210596	0.204012152	-0.07279959	0.379064309	0.158308375	0.274618701	-0.068288509	0.25101024	-0.095966449	0.233894084	0.304132651	0.55002823	0.344848433	0.386686741	-0.13363825	0.47216878	-0.151163409	0.091518393	0.056758723	0.313202357	0.373456469	0.611861554	0.217623541	0.196888098	0.039456125	0.065006094	0.581502606	0.217602177	0.320334483	0.881696139	0.520927692	0.116960909	0.320679719	-0.081104363	-0.083966145	0.379578331	0.618436728
Adssl1	-0.575422336	-0.079993957	-0.150768948	-0.361362366	-0.357030857	-0.846460375	-0.780016562	-0.454218105	-0.808718758	-0.902531805	-0.621642353	-0.848502308	-0.051001785	-0.560735215	-1.027204168	-0.796626846	-0.650747179	-0.64945817	-0.322918761	-0.384647149	-0.676491648	-0.446295145	-0.812338882	-0.430150109	-0.481609808	-0.344103262	-0.314341523	-0.4741034	-0.766795388	-0.598311629	-0.807719677	-1.022818796	0.240814189	-0.537944088	-0.502454249	-0.609922293	-0.287103337	-0.411746127	-0.370115115	-0.270027318	-0.475545401	-0.676046161	0.08082894	-0.05850787	-1.205458912	-0.375757796	-0.405692373	-0.505989532	-0.758180659	-0.630840474	-0.553499518	-0.204942262	-0.41913516	-0.566412796	-0.490815191	-0.632112688	-0.345340152	-0.126523683	-0.914008629	-0.874076579	0.10014624	-0.366044268	-0.650371574	-0.410724164	-0.898003262	-0.518858411	-0.140807344	-0.105055789	-0.790318183	0.241487826	-0.640456608	-0.565536898	-0.53796688	-0.446781224	-0.477538919	-0.711045752	-0.490104031	-0.864718025	-0.214198204	-0.864704823	-0.945333065	-0.561014833	-0.186905868	-0.389389481	-0.501765412	-0.585332261
Ngrn	0.048984176	0.229462222	0.355318414	0.356802601	-0.337773427	0.074574156	0.641629527	0.601936539	0.630396985	-0.143057317	0.168739491	-0.035417054	0.574046516	-0.249376362	0.175535448	0.173987297	0.500005513	0.135302359	0.007192281	0.34278755	-0.103265918	0.20473669	-0.048668963	0.147048506	0.2462156	0.324481944	0.412060997	0.158507128	-0.12455925	0.076526127	0.187209748	0.794497268	-0.149913876	-0.097875495	0.122692377	0.474924326	0.148024838	0.473745253	0.596471478	0.059046969	0.351462967	0.10796413	0.439854992	0.481409945	0.259209355	0.665494837	0.540630377	0.708205077	0.044841259	0.198658638	0.166123043	0.084924779	-0.027934873	-0.080186592	0.44363141	-0.068011961	0.351263728	0.38025832	0.231262087	0.135766169	-0.235005161	-0.021288041	0.131584683	0.215740538	0.094493003	0.249012142	0.302832652	0.023428127	0.471450092	0.174581433	0.200947205	0.245643052	0.163887233	-0.016578462	0.19880193	0.601475942	0.135945554	0.383615731	-0.027199793	-0.011801104	0.107616653	0.224176182	0.332703706	0.209927887	0.802224132	0.385817861
Sqle	-0.53838962	-0.51979135	-0.57389828	-0.29492982	-0.05929238	-0.51182809	-0.08479402	-0.49526374	-0.02982584	-0.44680539	-0.3250232	-0.12171415	-0.044546763	0.18520519	0.30850455	0.3699654	-0.02831499	0.03053405	0.15124116	-0.47357896	0.02195183	-0.22051327	0.62168808	-0.20119268	-0.18415467	-0.64877302	-0.07461207	-0.10688906	-0.12248566	-0.29727276	0.0060575	-0.10777308	-1.10111232	-0.34500987	-0.51672389	-0.62654202	-0.43639783	-0.33735082	-0.36383856	-0.29762086	-0.53142613	-1.00422219	-0.68017899	-0.51184904	-0.48815519	-1.19724208	0.016164007	-0.316600543	-0.339632683	-0.723134383	-0.013002643	-0.351927263	-0.263512823	-0.147854483	-0.413964361	-0.418047281	-0.155883051	-0.435023191	-0.128361681	-0.018431721	-0.794427791	-0.609600681	0.325069439	-0.077915331	0.107914939	-0.401108291	-0.142271591	-0.155924691	0.319922189	-0.334939111	-0.308112461	-0.553939201	-0.358532131	0.056398819	-0.445918791	-0.329232381	-0.258501111	-0.083380581	-0.351812761	0.148661249	-0.177784771	-0.245174121	-1.037429761	-0.574374631	0.164696729	-0.262589581
Inpp5d	-0.26045734	-0.24497228	-0.32316241	-0.10975097	-0.40792071	-0.26299255	0.10306352	0.0341771	-0.26654753	-0.36376983	-0.00845986	-0.07509745	-0.09850591	-0.22317001	0.09006561	-0.3397418	-0.06808909	-0.04080118	-0.21849831	-0.10014043	-0.09465516	-0.98486558	-0.53229259	-0.3924593	-0.25018727	-0.20362705	0.14927162	-0.02155588	-0.05898729	-0.19889641	0.03532674	0.00864832	-0.38400752	-0.55783735	-0.27799632	0.22918942	0.2557553	0.06131241	0.11585077	-0.21640636	-0.17549192	-0.14669526	-0.15299991	0.09299316	-0.35099803	0.00893331	-0.288910929	0.275339161	-0.085459519	-0.089270509	-0.059534679	0.029444431	-0.583563059	-0.350858869	-0.057624362	-0.143553292	-0.019720542	0.198787428	-0.397135942	-0.398900242	-0.564017962	-0.510003202	0.361099958	0.134609948	-0.026420472	0.080887618	-0.270432432	0.025232008	-0.217349372	-0.285593762	-0.326028542	-0.093424832	0.000659028	0.137309938	-0.152442202	-0.063001952	0.048448568	-0.039995022	-0.151520922	-0.174448852	-0.381195872	-0.599842372	-0.004249002	-0.092994992	-0.054499112	-0.194742962
Itpr2	0.441634274	0.905173094	0.731590993	0.592337888	0.229414372	0.08605791	0.437594372	0.54005071	0.560896002	-0.20368154	0.228095533	0.057715545	0.297420181	0.349020712	0.028568432	-0.123050481	0.28891643	-0.063080825	0.08364281	-0.018636824	-0.007874753	0.715591914	0.360422772	0.168370932	0.4578404	0.841551449	0.524763119	0.424711396	0.275123134	0.633620038	0.07120316	0.3029734	0.53399642	0.647771684	0.819464694	1.068311188	0.433865138	1.005901676	0.195157089	0.176225939	0.581233425	0.451250152	0.251044321	0.458327641	0.615902864	0.920109865	0.451364222	0.682062392	0.143996684	0.17535068	0.312959041	0.265919024	0.599103167	0.269000235	0.683248404	0.476835917	0.444789202	0.482944319	0.183681995	0.258309566	1.085038053	0.783998241	0.168867568	0.338489227	0.159951279	0.480601592	0.452578653	0.42779813	0.479636704	0.700209476	0.050393952	0.128209483	0.131192124	-0.003462117	0.169513836	0.594917998	0.182564351	0.271958066	0.595090413	0.203898177	-0.025343754	0.260054581	0.243325623	0.618995918	0.989987599	0.095853094
