data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_i	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD8_i	BXD6_i	BXD6_ii	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_ii	BXD13_i	BXD13_ii	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Daxx	1.084906958	1.373722343	1.15618927	0.944388584	1.004026128	0.190611877	0.500646624	0.912399927	1.00594898	0.171718785	0.906258586	0.557515913	0.288992711	0.075414737	0.350716309	0.608818331	1.135676061	0.430192228	0.438716701	0.6793062	0.685430786	0.699646443	0.628090549	0.702822118	1.198998874	1.077545629	1.042366273	0.536299701	0.439699616	0.671892692	1.106398325	0.257202298	0.389578265	1.289976687	1.137541843	1.672311078	0.997547507	0.756053055	1.016887481	0.278028385	0.2571539	0.483349036	1.136816751	0.96060656	0.99382993	0.783604721	1.16398829	-0.045638293	-0.196433027	1.374698105	0.926964583	1.179052438	0.262652289	1.509981127	0.85662866	1.372842312	1.170464096	0.06262343	0.585669421	0.997792677	1.240611151	0.763032568	0.547553021	0.414551795	0.579830888	0.521287424	1.207238525	0.563061634	0.966060538	0.347955316	0.883397116	0.189528997	0.930007094	0.258741319	0.349549803	0.38781449	0.525181485	0.748398997	0.857211831	0.826785978	0.460925125	0.112383798	0.921703437	0.786633854	0.696221905	0.330002928	0.420112994
Exosc5	-0.796699582	-0.802812982	-0.981474104	-0.819119791	-0.897180969	-0.947097293	-1.021195125	-0.324527719	-0.802665971	-0.658592816	-0.63613027	-0.494951508	-1.111119463	-0.491453682	-0.618197843	-0.391052958	-0.871040856	-0.968411849	-0.697464106	-1.284996518	-0.780832068	-0.90419942	-1.196577386	-0.687888289	-0.906906441	-0.644097891	-1.163902898	-0.443093637	-1.255086443	-1.022389493	-0.739935975	-0.608219243	-0.850515326	-0.612388706	-0.990803727	-0.73157089	-1.636962082	-0.403152162	-1.060104949	-0.627485856	-0.622947082	-0.677382621	-1.036728677	-0.601598387	-0.532712936	-0.895003866	-0.747057405	-0.717136985	-1.586603345	-0.480343496	-1.036194638	-0.322220923	-0.437687467	-0.8619533	-0.954007562	-0.681296009	-0.909680454	-0.604232152	-0.691410546	-0.871812275	-0.961609867	-1.585405178	-1.056127018	-0.817325286	-0.711036175	-0.44978003	-0.713098831	-0.76687608	-0.829290301	-0.949208895	-1.014212082	-0.835056142	-0.711075698	-0.868856358	-0.385652344	-0.745915817	-0.356732864	-0.850380151	-0.827687393	-1.145458777	-0.645062178	-0.929511129	-0.902254521	-0.829897629	-0.540927224	-0.540024744	-0.444153359
Il7r	0.17289625	0.16111436	-0.20578335	-0.21749985	-0.11237559	-0.60311855	-0.34264389	0.09330667	0.47306298	0.12206252	0.46505734	-0.1724247	0.07577535	0.24532153	-0.18074222	-0.30318128	-0.42821639	-0.98802958	0.16335333	-0.21224805	0.48958266	0.28290085	0.17320459	-0.1240289	0.40903858	0.04099336	-0.1415794	-0.15379196	0.27789758	0.08231397	0.892926285	0.03540764	0.62538381	0.43053642	1.734195468	-0.07134938	-0.28659647	0.06254305	0.19425156	0.07766542	-0.60378903	0.12385374	0.07504893	-0.76554512	-0.54361397	-0.10108054	-0.16792773	0.095678559	-0.112758931	-0.065993251	0.254626649	-0.126520851	-0.333097971	0.152023349	0.511283079	0.107392258	-0.140399932	0.080415738	-0.246867042	0.154020138	1.140858767	-0.013484002	0.075726048	0.191129468	0.075478288	-0.159749542	0.185820028	0.041806778	0.351074178	0.197882228	0.181836878	0.117803788	0.538294538	0.195633408	-0.399009812	-0.674070412	-0.057751402	-0.130692862	-0.092058332	0.335994108	0.264072918	-0.324432142	-0.050315002	0.013343738	-0.249256142	-0.112798402	-0.354938222
Ctnnb1	0.19922956	0.25749639	0.26303005	0.25034934	0.27212463	0.17429347	0.08041083	-0.14652442	0.02479965	0.00053922	-0.06967178	-0.49987011	-0.22970411	0.02087005	0.17824911	-0.25069059	1.03154883	0.31385408	-0.16099528	0.18599182	0.22912177	0.43757421	-0.21532784	0.16538426	0.37743782	0.08741701	0.4416764	-0.12216789	0.01498819	0.09265151	-0.00358426	-0.41014016	-0.6468755	-0.74388467	-0.40790954	0.02272686	0.356104	0.28696975	0.17986293	0.02197196	0.09321618	-0.18880414	0.16606131	0.31301818	0.24547469	-0.0676033	-0.00254759	0.00150804	0.29462692	0.00468223	0.17534848	0.0201768	-0.29837032	0.05673844	0.05820844	-0.092284981	-0.144977021	-0.233525591	-0.301411691	0.007949519	-0.034722041	0.926755179	0.422068619	-0.095136351	-0.098150851	-0.126610151	-0.027039361	0.078553789	0.109453869	-0.224449031	0.607404139	0.054978389	0.579210739	-0.198974691	-0.130847061	-0.073776251	0.051954989	-0.328385771	-0.036691641	0.309915599	0.061116859	-0.035346671	0.207355689	0.179514469	0.011408999	-0.090917131	0.014158409
Eps8	-2.741566721	-2.975892927	-2.071683695	-2.291988278	-2.185769565	-2.864728388	-2.788773642	-4.034811943	-3.716467099	-3.440086123	-3.373887039	-4.430591038	-3.007181137	-2.369370105	-2.12583558	-3.537067177	-4.353644923	-3.185909342	-2.890214287	-2.769268325	-3.492251827	-2.476597115	-2.011969627	-3.200965759	-2.819681529	-2.622287663	-3.2823384	-2.161415708	-2.911945763	-3.656700501	-4.485943701	-2.848869164	-3.126451636	-2.582137024	-2.867773641	-2.293356258	-2.32479381	-3.398840604	-3.738934144	-1.694517518	-0.963418086	-2.821934744	-2.105662015	-1.795252331	-2.298682438	-3.150107451	-2.325179417	-1.736542216	-2.856584848	-3.838578602	-3.493707819	-3.43045123	-3.039556482	-1.98945918	-2.428197366	-3.363389329	-3.938783716	-3.693955383	-4.228177938	-3.076995886	-2.894020177	-1.605687692	-1.9750365	-2.476123355	-2.44726705	-3.581767757	-4.38535784	-3.251978114	-2.560409017	-2.632575467	-2.756968089	-3.503418959	-4.240626434	1.174701401	-3.373062837	-0.750549378	-2.767493682	-1.790602326	-3.753595455	-2.979032801	-3.211337241	-0.847705712	-2.486145088	-2.584413006	-2.654375902	-2.555917168	-2.926610118
Bub1	-0.608720604	-0.219079613	-0.239469474	0.835277216	-0.514599744	-0.069463894	0.617017506	0.105918286	0.44012124	-0.181332432	0.199397617	-0.367780266	-0.11726025	-0.948618955	-0.927280684	0.156829696	0.253983729	0.005761473	-0.547847615	-0.307600828	-0.842919347	-0.672639382	-0.830664403	-0.602940151	-0.14261165	-0.503156331	0.405465125	-0.01059476	0.074222665	-0.298897993	0.073164507	0.572105799	0.57165064	-0.704456294	-0.986804222	-0.326267535	-0.528725061	0.585828057	-0.25273485	-0.750038776	-0.566269872	-0.736123002	-0.370942242	0.139796297	-0.166723602	-0.326284443	0.25319324	-0.62232059	-0.604215721	0.210476161	-0.025481059	0.022951314	-0.303273087	-0.545758166	-0.223956765	-0.437816559	-0.434004981	-0.150380821	-0.028342451	-0.526519608	-0.905414909	0.381298156	-0.282649886	-0.095036218	-0.283568826	0.4070167	0.017599179	-0.195100479	-0.150775991	-0.077028341	0.500188325	-0.938412536	-0.767804389	-0.442879201	-0.106317144	-0.242310851	-0.111799494	-0.288947381	0.364884162	-0.194337298	-0.153540166	-0.480196955	-0.377218933	-0.71744938	-0.89946956	-0.415439379	-0.351534585
Il15ra	0.673079157	1.023746354	1.026133435	-0.57443143	0.189216094	0.259691218	0.324839585	0.85775571	0.830981902	0.370919811	-0.118550696	0.196176551	-0.134011368	1.101450386	0.52884146	0.343670168	-0.459614609	-0.914883918	0.452394061	0.25087011	0.8844907	0.746793827	0.432815216	0.98413857	0.35885943	0.540017678	0.869061953	0.724566338	0.43656612	0.555949716	0.563224647	1.285780364	0.796223491	1.931921222	1.511386456	0.876403789	1.428052754	0.420003852	0.034872438	0.651659737	0.63561529	0.492859203	0.204831633	0.893922846	0.53831342	0.678651552	0.919853029	0.503170536	0.573957241	0.204784984	0.200502674	1.020564956	0.190783917	1.625350102	0.35436483	0.628752646	0.073479707	0.002984168	-0.027771753	0.898527996	1.519586091	1.702916423	1.177282714	0.345312818	0.187183348	0.981243534	0.497136753	1.153441095	1.035425518	0.847332943	1.695337478	0.252223433	0.242106526	-0.289134736	0.280871538	0.113751902	0.390545886	-0.044586643	0.050539009	1.178603414	0.5990983	0.086064471	0.386417481	0.182346952	0.243389076	0.107407598	0.825326439
Nfe2	-0.789682231	-0.89483842	-0.702927671	-0.395449827	-0.991517601	-1.709878707	-1.780088033	-2.371868687	-2.466047363	-1.763088308	-1.596252625	-1.950462757	-1.853091031	-0.785733002	-0.328025938	-2.30064307	-2.058584768	-1.527631234	-1.906783134	-1.03625913	-0.825674092	-0.7845829	-1.493375935	-1.932919183	-1.585953733	-0.838551602	-0.789246128	-0.832366454	-1.211939391	-2.289470328	-2.073902464	-1.188606941	-2.56685469	-1.485633492	-2.25960843	-1.121466541	-0.935468781	-1.675969841	-1.46569788	-1.299824794	-1.126214176	-1.723960048	-1.505629578	-1.165401324	-1.450840241	-2.334775904	-2.069176695	-1.289528278	-1.890246043	-1.627031755	-1.52162679	-1.574224537	-1.719140498	-1.149927242	-1.282904918	-2.024253744	-2.159303229	-1.64349209	-1.97286477	-1.208751579	-2.045972336	-0.763900663	-1.219764147	-0.96424944	-1.482985738	-1.684196092	-1.79548627	-1.045521465	-1.082873655	-1.052831714	-0.860016323	-1.512740184	-1.336579437	-1.216031442	-2.246393915	-2.134555838	-1.53783111	-2.120082057	-2.345872787	-1.125129437	-1.488081788	-0.84118528	-0.224911546	-1.079066727	-1.135973923	-1.448761702	-1.273206769
Atad3a	-0.155624394	-0.35297771	-0.322735312	0.014325902	0.186245811	-0.231517456	-0.523516184	-0.000281118	0.269800627	-0.213177589	0.251168534	0.001829142	-0.410464269	-0.303568047	0.212575868	-0.112477307	-0.263792127	0.208874765	-0.315975311	-0.427863214	-0.036931039	-0.118532376	0.038839332	0.096735924	0.216613454	-0.026956312	-0.600215992	-0.105744438	-0.489089761	-0.178069817	0.167216501	-0.220076017	-0.151400259	-0.128022349	0.132470285	-0.19413544	-0.230290572	-0.299527587	-0.110789389	-0.05756049	0.085826683	-0.078892934	-0.002696097	-0.268055417	-0.148237916	-0.382834105	-0.211382034	-0.070494456	-0.788080455	-0.191371727	-0.444194472	0.066281044	0.798306771	-0.200128468	-0.112428448	-0.134280768	-0.094152783	0.426467081	0.747221291	-0.195571632	-0.236701246	-0.586503701	-0.285959902	-0.240316499	-0.079439687	-0.123835837	-0.218652766	-0.387320127	-0.130936652	-0.21255573	-0.722102004	-0.043336383	-0.074152949	-0.221372831	1.004892595	0.073545284	-0.061142654	-0.162151877	-0.192560723	-0.011198183	0.0574363	-0.269732898	0.030702739	-0.044158094	0.138375202	-0.111009945	-0.1573938
Ints4	0.119688341	0.052036155	0.029295269	0.401800842	0.174449383	0.031021651	0.278922658	-0.097440255	0.282566949	0.152294647	0.182132125	-0.110906721	-0.050097605	-0.163785971	0.386897604	-0.08332082	0.131638245	-0.033281485	0.140734302	0.143128275	0.457692309	0.274635049	0.484456199	0.236033634	0.549923387	0.346889961	0.290808733	-0.089204594	0.085826071	0.004285109	0.118602377	0.246779204	-0.075360524	0.220039236	0.11441117	0.149647631	0.24794261	0.23342761	0.0494112	0.1807626	-0.043211232	-0.159660654	-0.154203675	0.326318626	0.063933718	-0.072386551	-0.369318731	0.148282811	0.20958617	0.294999635	-0.123266288	0.174056239	-0.316110688	0.362165134	0.099805556	0.039547877	-0.211013814	-0.249699325	-0.295423228	0.164709102	0.112182573	0.367624973	0.252956017	0.145126299	0.228398024	0.159497122	0.111797451	0.17723754	0.160374115	0.052982621	0.10808177	0.124555045	0.210858337	0.026135172	0.155898236	-0.061963432	0.100391422	-0.011979116	-0.190471003	0.692535758	0.250580063	0.195860418	0.087328978	0.142693892	-0.020599887	0.169861709	-0.059906099
Jhdm1d	0.1023932	0.1119953	-0.10045475	0.34459016	0.09145001	0.4576526	0.79778388	0.52479382	0.53595612	0.58142408	0.39393427	0.75634993	0.5124516	0.16632113	-0.29367846	0.46812481	0.40197563	-0.04778831	0.13022428	0.16344746	-0.05215821	-0.04522176	-0.34663371	0.28032388	0.40061093	0.42453154	0.78950774	0.42267755	0.38622512	0.32657799	0.21616806	0.6581876	0.86542226	0.34823534	-0.06122968	0.39477493	0.344022	0.66456386	0.69284212	0.47169189	-0.0304769	0.52926794	0.27907456	0.15202558	0.49124458	0.35744077	0.65700131	0.070673429	0.507015819	0.664813889	0.608433449	0.420747589	0.303116809	-0.180425611	0.281576299	0.382042643	0.239471813	0.291030843	0.283329953	0.493486483	0.195117873	-0.471881617	-0.064074237	0.490599623	0.574164213	0.460775613	0.555270993	0.337395553	0.434930923	0.422717743	0.065630013	0.127772153	0.193931733	0.549287273	0.508820533	0.649986623	0.288135053	0.586378443	0.414120953	0.373931773	0.377168383	0.120452633	0.327471193	0.204497923	0.333746753	0.357954753	0.365427313
Mina	1.36193695	1.13770745	1.11978524	1.623823795	1.32870621	-0.051835281	-0.206297203	-0.029846063	-0.34853818	1.60016559	1.2593138	1.948972952	1.58265883	1.627658326	1.546353087	0.045629834	1.805101303	1.24884895	1.410038734	1.744339698	0.073976593	-0.077355625	1.765841018	1.583578565	1.421587098	1.39201741	1.19864025	0.203515601	0.103658648	-0.100418701	-0.080078582	1.68426251	1.6257267	1.35902829	1.308753491	1.663197206	-0.00507304	1.64672046	1.38974631	0.239776149	0.177279715	1.43973916	1.19947088	0.013376684	0.144432612	-0.334567737	0.253630704	0.953322243	0.796581783	1.190541393	0.765060463	0.954391093	0.989064185	0.924615543	0.848275523	0.548333802	0.262422606	0.442527959	0.672349284	0.459235902	0.402954814	0.894984712	1.531019682	0.287507972	0.613060215	0.581674433	0.157523676	1.452913122	1.682735822	1.514914132	0.858549132	0.564930683	0.326816958	1.727209721	2.296722067	0.218796466	0.399209922	0.463808946	0.413654795	1.646367872	1.91291209	1.761627012	1.890924439	0.329467936	0.551355718	0.689358901	1.613763104
E2f5	0.583029139	0.368194069	0.530529497	0.242136046	0.354527428	0.461100511	0.580644687	0.619977856	0.694780986	0.502548867	0.428898621	1.272387736	1.051396164	-0.016354333	0.580127196	0.892108913	0.848851226	0.531446915	0.797822748	0.670147767	0.292360611	0.356380174	0.210422794	0.365770864	-0.009672996	0.350528452	0.43144437	0.488615511	0.491405418	1.116806649	1.059262593	1.086766454	0.964458908	0.876326261	0.741916619	0.433962885	0.069398543	0.865862621	0.646795484	0.291544174	0.560926795	0.581563428	0.45855684	0.110202033	0.0291683	0.513806394	0.708616404	0.313777993	-0.19167829	0.805627133	1.041550152	0.445115193	1.013344816	0.445192898	0.695153906	0.792016606	0.764217973	0.559148321	0.815177804	0.02712941	0.42477871	0.941697184	0.427488126	0.803859581	0.589547802	0.7982384	0.658725241	0.909005033	0.943547491	0.566523291	0.728411357	0.52707247	0.419227243	0.884600199	1.479681762	0.647634348	0.057293806	1.092213419	0.463899906	0.75063616	0.53716791	0.130663516	-0.45798058	-0.0795225	0.305325939	0.175909193	0.177787816
Vwf	1.062639433	1.098617935	1.46387677	1.578454758	1.336658551	0.4432473	1.174031592	1.049477433	1.362852569	0.753520577	1.289684697	1.196980812	1.141989776	0.522481091	1.03769975	0.683872219	1.689114738	1.349567755	0.479771647	1.329255397	0.746098777	1.329050847	1.130423472	0.866113247	1.498049101	1.492436539	1.479382557	0.759802103	0.699057274	1.055916156	1.455844875	0.85523482	0.866145561	0.785278075	0.704302407	1.303024927	1.310585824	0.72350306	0.9513387	0.496454378	1.207598076	0.70036362	0.95670626	1.223561349	1.389061683	0.37656958	0.74380451	0.639354483	0.243587963	1.217101544	0.946584842	1.137408018	1.700103625	1.123487099	1.208210487	1.026292129	1.267970636	1.025060341	1.424635247	0.888887881	1.184465146	1.165047654	1.110646072	0.792462549	0.867727607	1.12373262	1.164738293	0.956843509	1.121303812	0.428653753	1.186337875	0.962350262	1.167892204	0.420833625	1.682896673	1.138700909	0.62682445	1.300539137	1.233398042	1.023767977	0.667512106	0.78597757	0.98193484	1.140992802	1.079673192	0.970796687	0.432116142
Spred1	0.97477651	0.64659427	0.98973389	0.49495561	0.76773817	0.73368799	0.64527018	1.12867258	1.44873935	1.06519925	0.43462485	1.682286263	1.25632868	0.65777189	0.39002636	1.33478754	0.72117849	0.4628556	0.98744115	0.70122417	0.63317426	0.5236831	1.10428344	1.18785113	0.53519184	0.73807957	0.58830435	0.87784785	1.27777831	1.14245652	1.67059411	1.22621049	1.36176358	1.71266498	1.41270485	0.89402418	1.13948032	0.80347069	1.40595025	0.65682708	0.55636366	1.05412997	0.56215378	0.37887668	0.40091944	0.5945535	0.91035986	0.631129822	1.041161192	0.957580712	1.018841532	1.048695252	1.517342792	0.737897592	0.437976062	1.607304657	1.607259828	1.454059207	1.449326887	0.688011107	1.020838627	0.784880427	0.678848857	0.954956937	1.081058927	1.071764517	1.207345677	0.882276517	1.031005777	0.776383177	0.590090027	0.729193497	0.893483297	0.448669907	2.475101882	0.610631507	0.318291207	1.231958427	0.797225337	0.810063097	0.929806987	0.353289687	0.223013577	0.614452457	0.593452437	0.303962507	0.510096257
2010111I01Rik	0.08222352	1.081203295	1.469770123	0.450382974	1.080087098	-0.307300882	0.2539999	0.43829076	0.578688973	0.46654524	0.91382057	0.000609697	0.160849945	-0.614173774	-0.598753995	0.48313181	0.25045035	0.16126151	-0.122300104	-0.046814666	-0.438734429	-0.213616327	-0.184715147	0.458075167	0.141322528	0.594006332	1.231649538	0.53750245	0.72049385	0.78084983	0.762057533	0.08644775	0.53728881	-0.036151666	0.888850878	0.409393234	1.084104095	0.34920232	0.860478524	-0.109869364	0.089903033	-0.566548195	-0.003411957	1.116145969	0.919934	0.03998881	-0.11640341	0.18712704	-0.51862502	-0.086889547	0.453339214	0.547791908	0.984822283	0.365718172	0.582375342	0.268889485	0.517643999	0.192651997	0.388823324	0.383776537	0.28544127	1.4298925	0.462298199	0.522009562	0.678826077	-0.222091217	0.343106393	0.358956	0.62945399	0.123365658	1.534997291	-0.390863723	0.346346337	-0.175244423	0.342282842	0.451180155	0.25169373	0.196953807	0.533892017	0.255377396	0.21355928	-0.315277463	0.001946856	-0.696190423	-0.224944436	0.353968297	0.243044683
Rps6ka1	-0.32003776	-0.06489961	-0.18492686	-0.02708803	-0.56756286	-0.47790928	-0.28525095	-0.51672742	-0.44359657	-0.53830208	-0.88823754	-0.57787246	-0.69007522	-0.3241752	-0.33973023	-0.58387545	-0.33602516	-0.66054994	-0.71877864	-0.75977392	-0.4590255	-0.49541981	-1.2428957	-0.6276366	-0.42606221	-0.44705556	-0.23954377	-0.23613326	-0.53240272	-0.50672784	-0.42579032	-0.36688542	-0.76014963	-0.14241337	-0.5787007	-0.36265409	-0.22471265	-0.10337567	-0.47099175	-0.26975653	-0.26768937	-0.53243432	-0.75044635	-0.00902053	-0.15352517	-0.66835959	-0.25084893	-0.413825642	-0.601421702	-0.337278622	-0.289810802	-0.358307172	-0.622980702	-0.534157542	-0.527609902	-0.382832789	-0.433233259	-0.464945239	-0.557123799	-0.452546219	-0.931082329	0.050133971	-0.361088829	-0.140186009	-0.440864119	-0.259787179	-0.238546859	-0.138564209	-0.174605809	-0.380974089	0.031664771	-0.670646709	-0.281763149	-0.644886999	-0.748439059	-0.633129919	-0.114584289	-0.609748569	-0.509874249	-0.588469169	-0.704860709	-0.908308619	-0.702156959	-0.398820689	-0.366240539	-0.290879129	-0.430347169
Tmem37	-2.853069975	-1.642638414	-2.655671731	-2.852789339	-2.857842115	-2.309587022	-2.202066498	-2.067991757	-1.494989185	-2.341596577	-2.559066023	-3.489304944	-3.22247973	-1.544854628	-1.162692273	-2.365591338	-3.642188387	-3.908584145	-2.591592402	-3.070823888	-1.78008737	-1.908676062	-1.69106146	-2.059183226	-1.903347876	-1.857904887	-2.386363506	-1.697319976	-2.747589763	-2.140268979	-2.797559558	-1.193961704	-2.087970439	-1.522135503	-2.528746075	-1.933785817	-2.84923597	-2.553168751	-2.969329298	-1.83285699	-1.19048129	-2.057398777	-2.701212866	-1.030060994	-1.836555683	-1.85195761	-2.345532482	-1.408361541	-2.899599635	-2.245213105	-2.712217353	-1.633623881	-2.606832401	-1.669453685	-2.287473307	-2.295633092	-3.314062294	-1.972031797	-2.922278282	-1.89961687	-1.290326508	-0.540060263	-1.639505144	-1.277182654	-2.025886566	-0.923063583	-2.157360528	-1.522800906	-1.619402016	-1.072767876	-1.006651921	-2.249289724	-3.262320385	-2.90085184	-3.555915294	-1.998278123	-2.045796086	-2.741265814	-3.516424379	-2.145043927	-3.373547192	-2.218354142	-2.885620614	-2.856942782	-2.580165716	-2.428002941	-1.310162393
Igf1	0.201568913	-0.033865779	0.382208404	-0.437463329	1.158864857	0.291695068	0.019955306	-0.616054593	0.251893661	0.25898607	0.30167307	-0.746176611	0.435095681	-0.731940185	0.891479005	-0.151219827	-0.075596381	1.005430884	0.424364352	0.200043272	-0.428925892	0.952202451	-0.179523724	0.370863298	0.943493536	-0.625711906	-0.307744644	0.254275721	0.529898938	-0.54534736	-0.107012534	-0.819195378	-0.779536512	-0.662203808	0.007055006	-0.205872608	0.545630904	-0.05414898	0.273632785	0.428777944	0.821203715	-0.386015094	1.317230468	-0.412914905	0.691787532	-0.024076824	-0.106543547	0.332630043	0.670074479	-0.34668879	0.139689008	0.314758817	0.676673763	-1.201905981	0.160543104	-0.640084406	-0.414282478	0.475759881	0.030613508	0.554621886	0.395661764	0.973383921	0.246718952	-0.470771033	-0.01846558	-0.241707346	0.042986308	-0.619105126	0.048996583	0.020544762	0.830942988	0.20683314	0.585501148	0.312128878	0.050624338	-0.034883052	0.420208468	-0.091831705	-0.0163287	-0.143796893	0.486878863	0.398284975	0.732273037	-0.119856302	-0.254130995	-0.381159672	0.772962045
Pnpla7	-1.024884799	-0.932896522	-1.461096507	-0.963872444	-1.379262187	-0.86247488	-1.42832047	-0.61764855	-0.74427101	-0.78151566	-1.432562272	-1.30321092	-1.607987977	-0.534379621	-0.981156047	-1.31141846	-0.455915386	-1.709050547	-0.91739511	-1.29808206	-0.894955287	-1.003089571	-1.190874644	-0.78827963	-1.248662931	-0.928124952	-1.365014498	-0.804915359	-1.148360253	-1.28844983	-1.56042789	-0.72925463	-0.81158336	-1.636030667	-1.289295645	-0.886127526	-0.906569142	-0.79541795	-1.422075336	-0.50448266	-0.933390587	-1.10977834	-1.667705713	-1.167647926	-1.355676214	-0.48594329	-1.01986398	-0.608171142	-0.972213284	-1.190428471	-1.466498377	-0.855126121	-1.745524172	-0.850983972	-1.017775152	-1.027794998	-1.334702358	-1.089291238	-1.546992198	-1.029393977	-1.013978608	-1.136284988	-0.759729178	-0.636764838	-0.824934538	-0.664245358	-0.897095888	-0.798708318	-1.029093978	-0.474692708	-1.095946345	-0.664448735	-1.543043168	-1.471258719	-1.946992748	-1.871428663	-0.432909404	-1.690613807	-1.109968872	-1.545969793	-1.128027767	-1.319440704	-0.973774345	-1.224280718	-0.894988377	-0.604614096	-0.732632987
AI451617	1.540521905	1.841730329	0.945629506	1.0261786	0.333684047	0.574383247	0.425670027	1.321646977	1.421437626	0.972698003	0.332975725	0.739377316	0.015703326	-0.954332607	0.552477396	0.714895304	1.376991388	-0.597159225	1.348019831	1.508844318	0.951824202	0.933255764	-0.374539706	1.772862185	1.202434042	1.246768659	1.456952247	0.169977486	0.995924926	0.736926578	1.232741121	0.474358071	1.488345832	2.498406454	1.6327949	2.140159449	1.609747537	1.304050592	1.295999239	0.869677954	0.701695393	0.78736165	0.769552381	1.290877587	1.268719966	0.121488971	1.608268905	-0.234225179	-1.565053301	2.280252771	1.158870608	1.581641166	0.235942302	2.746589337	1.473834388	1.904137613	1.661212615	-0.068008525	0.350888627	1.257208629	1.791952697	1.368181891	1.188319386	0.541637509	0.622118924	2.448184587	1.437367202	0.870718324	2.61725127	0.796872011	0.487753654	0.440775531	0.700967273	-0.431864598	0.401730765	0.480876731	0.547150784	0.952363986	0.809213808	1.108014067	0.4232224	-0.295447414	1.305765589	0.973561912	1.452647118	0.28509508	0.111947113
Cd1d2	0.711496383	0.565227401	0.570269757	0.42149279	-0.065623874	0.764322479	1.148911902	1.025068431	0.53560473	0.778152816	0.434280491	0.515695738	0.026864097	0.721970206	0.258511132	0.405694329	0.166926995	-0.091967953	0.416119811	0.454985007	0.491669163	0.189826283	0.509983076	0.911125992	-0.335000089	0.316681489	0.096496238	0.187255477	0.073580101	0.543507065	0.421331728	1.19779051	0.992557306	1.102338031	0.316352341	0.993940988	0.398903183	0.655757602	-0.129680125	0.429564797	-0.046158517	0.520008757	-0.447173366	0.16529698	0.264288336	0.415851179	0.620300918	0.638110368	0.425017351	0.206976815	0.162074528	0.620467413	-0.296141698	0.935531678	0.447943464	0.360723593	-0.088569772	-0.311959067	-0.168377072	0.620529409	0.921966878	0.564826134	0.405391069	-0.067872377	0.226740051	1.202466765	0.254988274	1.371770883	1.019890689	0.650326218	1.15344377	0.249313497	-0.021366364	0.770042613	0.144605905	-0.082510262	-0.891695759	-0.040630158	0.082363963	0.654309721	1.230522776	0.64052658	0.327812221	-0.312488881	-0.502233779	0.705000837	0.844846203
Cxcl1	7.126335692	7.768256153	7.956328192	6.007984675	7.942388576	6.003841927	6.697082487	6.153486529	7.284799235	7.251046698	6.906567281	8.503916064	9.218407805	5.239646586	6.39155261	7.500778762	10.20767334	9.353939902	7.125853376	7.505041626	6.477396455	6.518782783	7.410095136	6.315173503	6.738790825	6.65225241	6.523518939	6.361448021	7.251614477	7.389068857	8.67057171	7.545107664	8.942806306	7.410495686	7.529574177	7.094278977	7.404611513	6.659363398	7.912092339	5.439316911	6.463396578	7.373753454	6.663083255	5.511071818	5.677418522	6.539658751	6.976205777	5.584775253	6.525699951	7.559401799	7.702399468	7.033932208	8.53877242	6.962861845	7.336757711	8.509467876	8.238370646	6.465889737	8.136077436	7.527304028	7.499963514	7.18772915	6.521768625	6.426757838	6.601958638	7.273377846	7.560766708	8.130086408	8.879419397	6.41163756	6.755397153	7.123497501	7.591734508	6.694566868	9.421500456	6.815005495	4.397494807	9.232913076	7.392482955	8.253671421	7.857426087	6.038761892	6.237249401	6.725982875	6.655731902	5.020922856	4.95310565
