data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_i	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD8_i	BXD6_i	BXD6_ii	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_ii	BXD13_i	BXD13_ii	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Lsm10	0.425952439	0.394330723	0.361817449	0.376920575	0.11965691	0.183004537	0.670261827	0.248438546	-0.13085682	0.58080702	-0.062839794	0.0952038	-0.02114852	0.739890078	0.344298835	0.267932697	0.627993025	-0.164000061	0.597006826	0.560839642	0.636569169	0.378622499	0.072919271	0.110731824	0.173819558	0.376814111	0.482433217	0.525789128	0.12391823	0.464369086	0.14590608	0.457444692	-0.002543267	0.508497378	0.03998005	0.453252881	-0.06422297	0.471790989	0.017747764	0.425998584	0.59040518	0.44518657	0.100354499	0.517344609	0.4477044	0.095466501	0.369172323	0.556962377	-0.025310357	0.558785954	0.403624409	0.400021164	-0.106256464	0.337152425	0.3477266	0.483169517	0.251186059	0.108267601	-0.125572885	0.519456605	0.607252305	0.525125914	0.257243149	0.445306469	0.048409405	0.38299886	0.252446463	0.315133183	0.245178915	0.322707206	0.356291773	0.373485441	0.355585838	0.184704641	0.121120065	0.079100981	0.599191824	0.264590323	0.446446113	0.308893878	0.442751015	0.526931892	0.429733067	0.193332851	0.092116698	0.283534874	0.374708039
Myd88	0.63427873	1.03322959	1.16194248	0.81123408	0.9136578	0.33887912	0.87239133	0.60232806	0.94328185	0.12536534	0.63625281	0.41671102	0.82673978	-0.07326388	0.4709975	0.35032785	0.93171053	1.15520531	0.31548135	0.80504777	0.51161142	0.84853362	0.35928618	0.10708508	0.86063961	0.76988969	1.29724227	0.64680698	0.73870534	0.45270356	1.13804187	0.59596325	0.28067287	0.75546582	0.53509347	0.77989216	0.70122451	0.37335787	0.95289452	0.16356021	0.66284207	0.06939675	0.88191878	0.96402504	0.71668205	-0.27215335	0.80404461	0.277299501	-0.061096849	0.787705821	1.062825021	0.746219171	0.920821481	0.895126821	0.212822361	0.789334038	0.879933408	0.594240608	0.790468648	0.683097408	0.267898188	1.166706201	0.526095378	0.575057918	0.523987998	0.408278468	0.553472658	0.773799268	0.941824268	0.178025508	1.028755537	0.490306098	0.905789948	0.541477558	0.769294458	0.643257068	0.326457518	0.916648758	0.565836028	0.829634958	0.424393538	0.389464038	0.397072188	0.253420058	0.524964848	0.065444378	0.380711598
Rgs10	-0.162811205	0.195695124	-0.31369081	-1.050440206	-0.683070297	-0.753898133	-0.664932522	-0.411821541	-0.135732722	-0.771667879	-1.998351068	-0.748292516	-1.062426297	0.125394587	-0.13766734	-0.338378152	-0.650208948	-1.729183435	-0.265192147	-1.138045932	-0.076409477	-0.675629826	-1.152147285	-0.127602141	-0.479112397	-0.507971637	-0.743590455	0.499210382	-0.414094498	-0.121182628	-0.377809495	0.46864442	-0.904819487	0.501551428	-0.354390022	-0.278023542	-1.409169676	-0.299695959	-0.447755895	-0.067537866	-0.222778171	-0.42383656	-1.159208922	-0.259375222	-0.236683871	-0.427107785	-0.38540701	-0.074936415	-1.045744514	-0.811916544	-1.167726433	0.10182011	-0.627516086	0.577892514	-0.713505921	-0.243737029	-0.397536275	-0.429794517	-0.790658087	-0.054355766	-0.549727267	0.536905934	-0.236601315	-0.241678492	-0.949520372	0.508333065	-0.472390641	0.314757397	-0.276690771	0.078273615	0.138258503	-0.286277026	-0.337705863	-1.311335935	-0.930620488	-1.193859845	0.52776204	-1.001961533	-0.90036676	-1.040435506	-0.605854793	-1.345662709	-0.367608402	-0.968460656	-0.702319763	-0.565201243	0.26537103
Lpxn	-1.371373905	-1.120733346	-0.908648402	-1.00938783	-0.648291823	-1.389948805	-1.338977924	-1.752921945	-1.064131135	-1.271572558	-0.460318922	-1.588068919	-1.265267258	-1.172137758	-0.492857263	-1.47543852	-1.184916678	-1.138314835	-1.308091514	-1.118103393	-1.236534637	-0.636277629	-1.818723551	-1.483285835	-0.460530971	-0.864759364	-1.094141498	-0.905853927	-1.216693453	-1.00562333	-0.9237594	-1.101550207	-1.340017366	-1.188228299	-0.782030552	-0.873993156	-1.401827697	-0.902056746	-1.354033711	-0.868653068	-0.188240575	-1.316894046	-1.212896792	-0.412170984	-0.617804347	-1.835541753	-1.650912728	-1.043692435	-1.99718209	-0.946066562	-1.090045319	-0.458608956	-1.065306728	-0.620568573	-1.332620518	-0.788585754	-1.140285815	-1.157442546	-1.085350984	-0.859296423	-1.29236644	-0.976091305	-0.925090421	-0.831653503	-0.853739455	-1.011652589	-1.004367962	-1.010036743	-0.980257968	-1.167009487	-0.936099959	-0.91826447	-1.078362041	-1.030003844	-1.307069311	-1.422122744	-1.097684109	-1.183160279	-1.11433691	-1.048440786	-1.441372991	-1.340159992	-1.256807382	-1.092869085	-1.047258589	-1.097792878	-0.815284009
Tgif1	0.97846137	1.2126265	1.5430424	0.66570542	1.36701827	0.29271273	0.62831061	0.60420133	0.88128721	0.70555221	1.26394684	1.01228386	1.56790197	0.05677365	0.42225995	0.45642219	1.53856026	1.26536735	0.76305733	0.93696143	0.31062503	0.96819625	0.56213436	0.55953071	0.90193188	0.82299729	1.13766419	0.98274071	1.24179296	1.05203069	1.46077714	0.74183512	1.06085893	0.74563454	1.52504045	0.99039192	1.37045874	0.91486364	1.04835756	0.40240993	0.72169164	0.38981286	0.68371401	0.97147785	0.91217002	0.25982516	0.64438439	0.433152401	0.616443481	1.267502431	1.447105611	0.893054591	0.727807531	0.859743931	0.960467251	1.205758855	1.383146895	1.040181385	0.798685635	0.708601525	0.797061595	1.122422085	0.784583175	1.165938885	1.266700675	0.809832525	1.036001865	1.369843055	1.617931245	0.586291805	1.104952985	0.933622955	1.247490115	0.682138185	0.623594655	0.328563735	0.433559825	1.276073645	1.212326645	0.971527135	0.609867475	0.448527985	0.497509535	0.881108685	0.698772325	0.397919315	0.445902815
Ikbke	1.64653884	2.061231318	2.556628554	1.71194489	2.242143007	1.0382475	1.41139893	1.38966806	1.23641605	0.95688841	1.17716424	1.14450118	1.869208633	1.66159337	1.77594091	1.09226253	1.99319913	2.21370778	1.10965296	2.19578738	1.17557923	2.0146217	2.00837901	1.09302708	1.69390802	1.73539342	1.88680744	1.36117111	1.69457319	1.23550913	1.71091777	1.48038186	1.848666364	1.10271067	1.89669985	1.64944099	2.29439523	1.24225918	1.59403704	0.77510504	1.35038264	1.14195774	1.45893038	1.71893871	1.35033591	1.35562023	1.94127236	1.589089052	1.584232182	1.244866942	1.361125802	1.451433332	1.685874872	1.886586912	1.624949282	1.13111755	1.45924831	1.55464463	1.6928668	1.72074233	1.65391037	2.770301843	2.17904117	1.35229325	1.64951579	0.91434609	1.13053691	1.95654253	2.268871071	1.46562239	2.709903158	1.37730202	1.85407337	1.2347765	1.32328833	0.81100889	0.91796068	1.45502566	1.28989187	1.98950906	1.60621857	1.59087257	1.75130529	1.47351457	1.47385789	1.22302792	1.13690509
Hmgn3	1.257602948	0.573084945	0.477028533	-0.324005279	0.374386953	-0.295106433	1.065080311	1.926048098	1.232403803	0.449050688	-1.102687728	0.645463612	0.660430402	0.777279753	1.293426505	0.286112713	-0.717595788	-0.97343529	0.970031777	1.169503691	1.061296119	0.916566362	0.505878677	0.920412436	0.925651665	0.87211499	1.370960078	0.977332408	1.270454971	0.096048089	1.775142428	1.940925871	0.99901455	2.289541025	1.590974721	1.433630964	0.788769701	0.555355706	1.417375359	0.363368054	1.456341824	0.563799149	0.739428453	0.248226604	0.86527854	0.31531224	1.407618543	0.583657381	0.715167046	0.15874284	0.675934099	0.407466813	0.868479298	1.742953731	1.307635216	1.20051955	0.71647202	-0.773566279	1.233643274	0.49885097	1.537927432	1.23154944	1.052766342	0.688972432	0.621657443	0.96301989	0.620810429	1.46470348	0.966621219	0.580004927	0.74146414	0.742483983	1.402021814	-0.058865029	1.350507235	1.03847916	0.22394771	0.751601252	0.549984843	1.124043513	0.183523078	0.952211143	0.194059287	0.007832934	0.70726303	0.922991385	0.613901124
Fam107b	-0.10328947	-0.54069666	-0.50871164	-0.30646773	-0.52776861	0.1134535	-0.18130137	0.18406577	-0.3031465	-0.05983535	-0.666047973	-0.34545963	-0.60176057	0.52312427	0.04546371	-0.10854865	-1.233663729	-1.07692577	-0.36763251	0.24159681	0.13265324	-0.16722318	0.61357768	0.33292894	-0.09907036	-0.03938937	0.03664341	-0.42169278	-0.4589155	-0.61177116	-0.54995706	0.38139045	0.20191111	0.21706838	-0.36314093	-0.09729624	0.38791691	-0.37044336	-0.44195455	0.03173036	0.01273518	-0.12572234	-0.9010376	-0.8771177	-0.4407988	-0.19880804	0.22894553	-0.187136446	1.053210934	-0.783068689	-0.793559086	-0.258818536	-0.561528046	-0.008560476	-0.162259256	-0.86503714	-1.036897602	-0.808519365	-0.872635135	0.243698045	-0.346511205	-0.970446195	-0.366502975	-1.012925955	-0.692272735	-0.101570885	-0.499882775	0.058559775	-0.157472055	0.081073455	-0.200504705	-0.207061035	-0.272904675	-0.564435265	-0.420290165	-0.128727385	0.177828545	-0.616522885	-0.514957216	0.242120005	0.828730485	0.084718115	0.619774105	-0.484809925	-0.593014476	0.463932315	0.764254575
Mbnl1	-1.05282958	-0.95905168	-1.37043764	-0.76095288	-1.16278341	-0.90730889	-1.22151138	-0.9118643	-0.7155427	-0.95780812	-1.06077548	-1.27814734	-1.49872608	-0.49411059	-0.56471094	-0.99008917	-1.20552973	-1.31560495	-1.20771323	-1.46761524	-0.8559996	-0.87325567	-1.33093632	-0.5042549	-0.42837288	-1.09372945	-0.97317635	-0.99891646	-1.1443515	-1.02876629	-1.2007506	-0.9404992	-1.00878067	-0.86790647	-0.98541638	-1.04512096	-0.49422073	-0.56027585	-0.83287902	-0.44752452	-0.45938454	-0.71106552	-0.7705608	-0.75902508	-0.61325567	-0.98178277	-1.03090794	-0.74399494	-0.48674792	-1.16885003	-1.2648727	-0.65768888	-0.96091381	-0.93351553	-1.104316	-1.026674077	-1.245683647	-0.946900757	-0.812652287	-0.894720457	-1.066342857	-0.559146417	-0.544926207	-0.854370577	-0.843603407	-0.801345857	-0.750075407	-1.014854817	-1.067682037	-0.818769697	-0.685834907	-1.348832447	-1.047402337	-1.131565277	-1.030679077	-0.928556677	-0.620802547	-1.569977547	-1.198632947	-0.920000107	-0.978406447	-1.248506047	-0.930076367	-0.727160497	-0.541734927	-0.329325057	-0.549272157
Trim25	0.04181184	0.3581373	0.14016012	0.01504887	-0.12817815	-0.12732637	0.10863668	0.17465679	0.00801055	-0.22693009	-0.30176493	0.02049749	0.12299627	-0.51615145	-0.08103562	-0.30156983	0.35576046	-0.43762057	0.04627329	0.56889845	-0.45113982	0.11229543	0.25371963	-0.35509699	-0.16354923	0.53047363	0.82789594	-0.10102323	-0.09109422	0.42878917	0.35570221	-0.39857218	-0.51696045	0.47632905	0.54651647	0.9054233	0.22540327	0.62832358	0.3036231	-0.48500626	-0.60827008	-0.45450582	0.0641057	0.48854783	0.3085505	0.34708027	0.4196762	-0.591471904	-0.341443654	0.501147006	0.360230816	0.428233186	-0.723699494	0.769553986	0.287817586	0.141963522	0.028576342	-0.929597038	-0.587691208	0.118515512	0.350995782	0.032419462	0.013864122	0.019775462	-0.154431638	0.607733682	0.608526192	0.435999232	0.634919952	0.177782962	0.716192362	0.328166352	0.623005882	0.137676632	-0.383632268	0.218940792	-0.317050538	-0.255161138	-0.180460178	0.428003842	0.045464812	-0.189719748	-0.372437568	0.441569732	0.424886682	-0.496714858	-0.628953148
Slc6a8	1.230318115	0.876454134	0.898646086	0.743337028	1.272633111	0.65471747	0.51390613	0.79796057	1.16660301	1.022111	1.21110229	0.9273502	0.88597782	1.879145904	1.363100033	0.8487074	1.931924523	1.08235581	1.201375655	0.917855013	1.488744543	1.393430362	0.786720436	1.405958632	1.415753539	0.68383246	0.824667692	0.963746288	1.087964801	1.435678186	1.485653029	0.97971442	0.9010838	0.28297346	1.24565058	0.818764622	1.018886772	1.096857201	0.823625878	1.099469792	1.495082609	1.022080796	1.198585973	0.491268667	0.844769317	1.06800219	0.65594645	1.055018006	1.213019733	1.116098963	1.071140303	1.139907253	0.794081923	1.049389014	1.232337333	1.030658041	1.07222842	1.257398096	0.915237641	1.360996601	1.540228687	1.039428895	0.779824562	1.052574711	0.948247651	0.892886021	1.003798951	0.829587741	1.044320851	0.854028631	1.015129081	1.30421885	1.4782079	0.931804701	1.152079271	0.935370751	1.181973331	1.085787961	1.087663261	1.266368958	1.481368531	0.705259731	1.124792137	0.918441617	1.03219823	0.862168651	1.556539616
Arid5a	-0.0710198	-0.293438954	-0.889161861	-0.458943056	-0.040967003	-0.575915541	0.17057344	0.022033116	-0.17441319	-1.273935695	-0.20693769	-0.478463384	-1.077967148	-0.43727417	-0.672206836	-0.917170886	-0.506844773	-1.141627323	-0.983323691	-1.282909424	-0.304346467	-0.236103452	-0.141420878	-0.226483383	-0.238138549	0.007551615	-0.396014095	0.14043321	-0.893043762	0.190565686	-0.474429718	0.710920266	0.119868945	0.740719116	0.269046627	0.077269372	0.76312234	-0.573927311	-0.084692671	-0.521547851	-1.046158517	-0.455538199	-0.281638267	-0.357311246	-0.513647115	-0.50952611	-0.134586584	-0.453203706	-0.508661827	-0.078788533	-0.700103101	0.424653118	-1.121249159	0.350868647	-0.610668841	0.247587927	-0.044308378	-1.22841999	-1.178129495	-0.515610994	-0.277551364	-1.027915815	-0.66428328	-0.582311649	0.060972206	-0.008180288	-0.36236239	0.048946717	0.123821406	0.063327288	-0.898324631	-0.231390328	-0.976771051	-0.76310959	-1.81976429	-0.907583746	-0.349288482	-0.578966573	0.150804697	-0.268243209	-1.134169781	-0.346351016	-0.027630043	-0.056476648	0.599496448	0.025527244	-0.458227961
Ptger4	1.06555687	0.78141708	1.2198514	0.46438933	1.02350114	0.53493213	0.71040597	0.43605355	0.48462092	0.70390281	0.86790951	0.62772364	1.04231683	0.63529579	0.80080481	0.4080548	0.41026465	0.88199528	0.60861231	0.88516143	0.42635184	1.14190379	1.24888698	0.7082906	0.57158685	0.80396948	0.86659386	0.73135901	1.34556312	0.61332378	0.89732647	0.6440261	0.98213619	0.95338633	1.47397211	0.49501705	0.80754954	0.60721143	0.56945908	0.33521383	0.53184004	0.73554765	0.77641063	0.48825906	0.56514832	0.47143144	0.47919108	0.760788946	1.078882266	0.355247666	0.857731206	0.533021216	0.865377906	0.697365256	0.851076936	0.413410561	0.633215011	0.785722951	0.634903621	0.550562451	0.890154101	0.929540141	0.613732951	0.754311601	1.106385971	0.517909301	0.632545621	1.006246291	1.459221271	0.731046211	1.005437281	0.743507361	0.930798621	0.854537281	0.868465901	0.041356701	0.099612481	1.141292361	0.868216561	1.017773351	0.809790911	0.990285831	0.430883481	0.940892341	0.863365861	0.324064921	0.339496321
Retnla	-0.291139365	1.048692712	2.030784887	0.553258858	0.091987223	-2.050231396	3.917523122	0.259886459	-0.276545975	-2.786702112	1.397577609	-0.546232012	0.150558818	-0.954332606	0.184570645	0.39129495	-2.165648346	-1.771851331	-1.292225106	0.029384219	-1.536308365	-0.435475342	0.657881771	-2.104774212	0.40185186	0.806399107	0.060757092	0.47021051	-0.700398683	-1.232574659	0.530673559	0.547421534	0.033779968	2.286896306	1.681916288	0.729346069	-0.416549207	-0.309714715	-0.166516894	-0.113636194	-0.238803594	-0.772751484	0.42162898	0.111637248	-0.22696815	-0.836690854	-1.024782575	-0.260462002	-3.813682545	0.777934973	0.01970211	-0.307714241	-0.00931046	1.172047594	0.68265197	-0.250950109	0.822420713	-0.122248218	-1.122206665	-0.764696773	-0.201395352	0.304599653	-0.269983455	1.130771596	0.696611366	-0.232126008	-0.806673077	-0.467087419	0.532905759	-0.521632691	0.643576362	-0.693812915	-0.623229391	0.764956578	-0.946392162	-1.085622354	-0.906316271	0.322710925	-0.140225272	-0.999836076	-0.522942706	0.60941698	0.704134706	-1.26867784	-1.261741503	-0.383948955	-0.959638956
Ripk2	0.667350999	0.682569226	0.849501843	0.768100008	0.8081369	0.752898944	0.096871378	0.692194677	0.588203418	0.654994074	0.0977537	0.479763197	0.230992463	0.925805262	0.686482824	0.971486574	0.405283722	-0.21994724	0.883105283	0.866723107	1.058690868	0.782393595	1.005077854	1.115203657	0.813160937	1.108108508	0.822897057	0.531706589	0.408919011	0.988494948	0.560303711	0.392019148	0.214960433	1.23233884	1.230023376	1.231074711	1.187865657	0.586788212	0.501694939	0.771445897	0.319784433	0.77248176	0.49458362	0.453055684	0.63643272	0.503761856	0.190352293	0.650691934	0.45536156	0.37846078	0.062105509	0.696312793	0.687246038	1.40540383	1.05736259	0.654282822	0.232553081	0.394944821	0.621451812	1.087216012	0.816310354	1.483950102	1.062915218	0.322588831	0.202885662	0.451468009	0.741988613	0.789394952	0.868665988	0.828077365	1.300169842	0.895832986	0.855196366	-0.011565252	0.526455496	0.564467629	-0.042219611	0.16865933	0.412882143	1.156802237	0.884647883	0.698989719	1.005680183	0.204455931	0.419239541	0.265124249	0.732912952
Ifit3	1.471821438	1.580139703	0.803184174	-0.225159725	0.792770481	0.231365323	1.080097347	1.714034822	2.131489481	-0.05046411	1.138221985	1.971616294	0.455185287	-1.660601403	-0.258562572	1.140888152	1.728430523	-0.627758592	-0.227482341	0.66850526	0.519081431	0.79110758	-0.30083002	0.766276196	0.745745973	1.436256854	1.465409056	0.370599285	0.747060293	2.712159288	3.078352376	1.32571399	1.394661698	3.138884358	3.106362746	2.989676973	2.111209119	2.115443537	1.729734647	0.204222236	0.461325232	0.423882023	1.295103727	0.70342123	1.490785812	1.30081267	2.513111672	-0.85584333	-1.618517239	3.935947261	2.228094685	2.192272424	-0.548398976	2.669999563	0.961682107	2.411155109	2.174596151	-1.163824403	0.682743329	1.999171792	1.956878498	-0.874382576	-0.567271592	0.490236801	1.093232746	2.337238136	2.643980467	1.74273695	1.42158134	1.278817962	-0.57773168	1.421093085	1.049520274	-0.497678327	1.518023131	-0.018832954	0.521928247	1.294047221	1.420742734	0.822837169	0.012258531	-0.28269013	0.866817101	0.9582712	1.996043972	1.100763754	0.040586791
Mfhas1	0.418197946	0.650840141	1.032396784	0.268664863	0.544541308	0.208578424	-0.404404972	-0.232618726	-0.009121176	0.079205437	0.097949532	-0.308040592	-0.032275106	0.419862798	0.615674962	-0.012630595	0.481562597	0.11755924	0.399652598	0.029384219	0.424643585	0.618249816	0.707626786	0.243949434	0.396952129	0.446272839	0.148345973	0.523216011	0.161525181	0.132027385	0.183253011	0.330370514	0.010128701	0.325858704	0.501842282	0.598003067	0.504175941	0.18798464	-0.100161767	0.176132812	0.328237003	0.849209116	0.361247004	0.382918723	0.3627782	0.150585639	0.2801345	0.554614017	0.683997295	0.017232458	-0.1374242	0.501154736	-0.104554654	0.821748985	0.128505674	0.503344452	0.119400407	0.310675012	0.014979902	0.615301519	0.76576035	1.144111344	0.818026549	0.306312424	0.065487814	0.332685671	0.236714223	0.510510251	0.594005836	0.204193749	0.881213611	0.490050567	0.445229405	0.103247297	-0.425787119	-0.649930473	0.091519725	0.068777359	-0.032033455	0.641756372	0.47810589	0.33668893	0.253479952	0.204985694	0.264736669	-0.050102836	0.363809534
Rere	0.229451908	0.513232173	0.35079891	0.205867193	0.200921595	-0.152355979	0.359823577	0.392174369	0.071958094	0.011192481	0.093531033	0.294205846	0.137477563	-0.107629016	-0.537783134	0.208305913	-0.074574249	0.09283793	0.137325223	-0.010270736	-0.055338147	0.090298398	0.038942326	0.115267585	0.153016856	0.08476457	-0.196883163	0.37993715	0.134141068	-0.060071113	-0.151763861	0.237318874	0.484092942	0.351987379	0.527780895	0.238179465	0.444845555	0.69786735	0.252999132	0.340221669	-0.273744086	-0.141982862	-0.068714898	0.444666551	0.525299165	0.328258553	0.371002048	0.019740558	0.117715496	0.43696992	0.483318658	0.246651421	0.038617873	-0.265273851	0.204529464	0.29925983	0.140568769	-0.132193879	0.315840506	-0.176322688	0.126870213	0.403704939	0.185168209	0.585213816	0.310195406	0.087124074	0.150053398	0.532382384	0.664140776	-0.032691334	0.560049774	0.043734513	0.275586086	0.058456725	-0.113997882	-0.245101446	0.026861185	0.10757531	0.354429617	-0.237943099	0.045638027	-0.10633518	-0.170703341	0.147244106	0.442124069	0.160571268	-0.137405327
Acox1	0.06644673	-0.10506601	-0.48924936	0.16340435	-0.08992685	0.2126528	-0.29758815	-0.03909784	-0.19754456	0.16210495	-0.22924952	-0.34035821	-0.21416422	0.22857254	-0.00468518	-0.14120164	1.03501911	0.47390785	0.22709759	0.00283156	0.19224826	0.23168598	-0.17870439	0.21278547	0.13273736	0.19146345	0.01157859	0.00522294	0.04642962	-0.0647283	-0.28547532	-0.23759563	-0.41918858	-1.12722944	-1.29990271	0.1427203	0.30871025	0.17624013	-0.33854971	0.27908277	-0.07150137	0.12415545	0.02250446	-0.09871662	0.23667944	0.07222462	-0.17862264	0.252764258	0.324874998	-0.183516743	-0.205745603	0.031564698	-0.351164113	-0.193311693	0.135706518	-0.213629704	-0.346760374	-0.058191064	-0.148298184	0.097904966	-0.017760694	-0.445713054	-0.042750764	0.020289716	-0.099141724	0.172468006	0.055816226	-0.126629994	-0.163672454	0.331555416	-0.224673004	0.237943286	0.128243716	-0.136329644	-0.436583204	-0.014686744	0.404804586	-0.242922194	-0.020267844	-0.285701894	0.037919456	0.211205106	0.222082656	0.066592396	0.244254416	0.169185116	0.215066736
